recno,ID,Ng,Name,RAJ2000,DEJ2000,zlambda,e_zlambda,lambda,e_lambda,S,zspec,ObjID,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zLum,PCen0,PCen1,PCen2,PCen3,PCen4,ID0,RA0deg,DE0deg,ID1,RA1deg,DE1deg,ID2,RA2deg,DE2deg,ID3,RA3deg,DE3deg,ID4,RA4deg,DE4deg,PZbin1,PZbin2,PZbin3,PZbin4,PZbin5,PZbin6,PZbin7,PZbin8,PZbin9,PZbin10,PZbin11,PZbin12,PZbin13,PZbin14,PZbin15,PZbin16,PZbin17,PZbin18,PZbin19,PZbin20,PZbin21,PZ1,PZ2,PZ3,PZ4,PZ5,PZ6,PZ7,PZ8,PZ9,PZ10,PZ11,PZ12,PZ13,PZ14,PZ15,PZ16,PZ17,PZ18,PZ19,PZ20,PZ21
126,195,76,"RMJ044953.7-472721.1",72.473828,-47.455857,0.3379,0.0167,36.4,3.17,1.003,,2926453217,20.2985,0.0072,18.659,0.0021,18.1127,0.0024,17.7922,0.0033,26.5187,0.556,0.443,0.0013,1.02E-5,5.55E-6,2926453217,72.473831,-47.455856,2926453275,72.46933,-47.456165,2926452524,72.475388,-47.456161,2926452870,72.461113,-47.455341,2926454254,72.392593,-47.446198,0.2404,0.2502,0.2599,0.2697,0.2794,0.2892,0.2989,0.3087,0.3184,0.3282,0.3379,0.3477,0.3574,0.3672,0.3769,0.3867,0.3964,0.4062,0.4159,0.4257,0.4354,8.05E-11,3.41E-8,5.25E-6,3.33E-4,0.00963,0.133,1.02,4.48,11.9,20.3,23.9,20.2,12.5,5.78,1.87,0.413,0.0622,0.00657,5.47E-4,3.69E-5,2.45E-6
374,605,48,"RMJ045027.6-472240.6",72.614899,-47.377946,0.352,0.0141,24.96,2.36,1.007,,2926473393,19.4379,0.0054,17.9135,0.0017,17.3658,0.0017,17.0553,0.0025,22.0274,0.976,0.0115,0.00617,0.00598,6.01E-4,2926473393,72.614899,-47.377945,2926472860,72.622009,-47.382545,2926473057,72.613419,-47.378479,2926471274,72.616135,-47.379429,2926471259,72.618599,-47.380787,0.2556,0.2652,0.2749,0.2845,0.2942,0.3038,0.3135,0.3231,0.3327,0.3424,0.352,0.3617,0.3713,0.381,0.3906,0.4003,0.4099,0.4195,0.4292,0.4388,0.4485,5.41E-11,1.6E-8,2.09E-6,1.3E-4,0.0041,0.0679,0.646,3.43,11.1,22.3,28.5,22.6,11.1,3.44,0.692,0.098,0.0109,0.00111,1.18E-4,1.68E-5,3.21E-6
606,1014,49,"RMJ044845.4-470932.8",72.189319,-47.159108,0.3127,0.0187,28.33,3.17,1.071,,2926524849,19.4442,0.0052,17.8863,0.0017,17.3537,0.0017,17.0491,0.0023,17.387,0.987,0.0127,7.36E-5,6.93E-5,3.95E-5,2926524849,72.189316,-47.159107,2926524315,72.190399,-47.152069,2926530070,72.194626,-47.134773,2926526473,72.170578,-47.148914,2926526762,72.183716,-47.143818,0.198,0.2095,0.2209,0.2324,0.2439,0.2554,0.2668,0.2783,0.2898,0.3013,0.3127,0.3242,0.3357,0.3472,0.3586,0.3701,0.3816,0.3931,0.4045,0.416,0.4275,2.96E-11,1.75E-8,3.25E-6,2.25E-4,0.00674,0.0982,0.767,3.47,9.72,17.6,21.3,17.7,10.4,4.41,1.4,0.338,0.0621,0.00848,8.31E-4,5.75E-5,2.82E-6
627,1053,64,"RMJ044444.8-472329.1",71.186707,-47.391426,0.5677,0.0081,38.39,4.89,1.167,,2927713871,21.5509,0.0249,19.8902,0.007,19.0333,0.0055,18.6392,0.0066,22.6205,0.994,0.00501,4.17E-4,2.64E-4,8.03E-5,2927713871,71.186707,-47.391426,2927712270,71.20388,-47.394463,2927709858,71.204773,-47.401344,2927712661,71.188728,-47.391266,2927703530,71.234909,-47.424557,0.5108,0.5165,0.5222,0.5279,0.5336,0.5393,0.545,0.5507,0.5563,0.562,0.5677,0.5734,0.5791,0.5848,0.5905,0.5962,0.6019,0.6076,0.6133,0.619,0.6247,6.38E-10,6.51E-8,4.31E-6,1.83E-4,0.00488,0.0813,0.789,4.9,18.0,38.7,49.4,38.1,18.5,6.09,1.37,0.23,0.0311,0.00367,4.09E-4,4.9E-5,5.91E-6
567,949,46,"RMJ044646.0-470349.6",71.691576,-47.063791,0.2994,0.0185,26.43,2.66,1.022,,2927787097,19.8438,0.0063,18.3175,0.0021,17.8151,0.0022,17.5018,0.003,17.5524,0.426,0.418,0.156,1.34E-4,1.0E-4,2927787097,71.691574,-47.063789,2927787268,71.684044,-47.065052,2927782768,71.689308,-47.075619,2927780249,71.688797,-47.076218,2927787407,71.698227,-47.056828,0.1421,0.1578,0.1736,0.1893,0.205,0.2208,0.2365,0.2522,0.268,0.2837,0.2994,0.3152,0.3309,0.3467,0.3624,0.3781,0.3939,0.4096,0.4253,0.4411,0.4568,2.31E-31,6.88E-23,2.24E-16,2.42E-11,1.66E-7,1.25E-4,0.016,0.481,4.5,15.1,21.7,15.1,5.69,1.35,0.235,0.0334,0.00471,7.05E-4,1.15E-4,1.84E-5,2.53E-6
49,75,101,"RMJ045505.5-475429.3",73.773116,-47.908131,0.3995,0.0085,63.75,3.52,1.006,,2928868732,20.6714,0.0109,18.8313,0.0026,18.2348,0.0026,17.9269,0.0038,42.8062,0.703,0.208,0.0883,3.51E-4,1.85E-4,2928868732,73.773117,-47.908131,2928869465,73.774986,-47.905895,2928869814,73.739883,-47.903194,2928867923,73.774521,-47.915668,2928868798,73.767197,-47.905247,0.3501,0.355,0.36,0.3649,0.3699,0.3748,0.3798,0.3847,0.3897,0.3946,0.3995,0.4045,0.4094,0.4144,0.4193,0.4243,0.4292,0.4341,0.4391,0.444,0.449,5.72E-9,5.24E-7,2.83E-5,0.00104,0.0224,0.283,2.0,8.78,23.6,40.3,47.1,39.1,24.4,11.5,4.12,1.13,0.217,0.0285,0.00259,1.4E-4,4.54E-6
1264,3030,64,"RMJ045510.4-474032.6",73.793375,-47.675736,0.7793,0.0164,20.61,2.89,1.0,,2928892450,22.7067,0.0561,20.986,0.0144,19.8015,0.0079,19.2976,0.0094,16.2702,0.966,0.0278,0.00522,0.001,3.86E-4,2928892450,73.793373,-47.675735,2928891335,73.787605,-47.682384,2928890549,73.773949,-47.691193,2928890639,73.768433,-47.690998,2928891391,73.789803,-47.681534,0.6897,0.6987,0.7076,0.7166,0.7255,0.7345,0.7435,0.7524,0.7614,0.7703,0.7793,0.7882,0.7972,0.8061,0.8151,0.824,0.833,0.842,0.8509,0.8599,0.8688,0.00788,0.022,0.0591,0.16,0.423,1.11,2.87,6.7,13.2,20.7,24.3,20.9,13.0,5.86,1.93,0.463,0.0792,0.01,9.11E-4,5.58E-5,2.48E-6
1062,2044,67,"RMJ045528.0-471845.4",73.866869,-47.312624,0.774,0.0163,26.79,3.08,0.998,,2926638181,23.1376,0.0898,21.1382,0.0184,19.8761,0.0092,19.3022,0.0109,20.0589,0.98,0.0124,0.00654,4.54E-4,1.56E-4,2926638181,73.866867,-47.312626,2926637583,73.877151,-47.316303,2926637623,73.870018,-47.315758,2926639402,73.861137,-47.307579,2926637769,73.866669,-47.314175,0.6833,0.6924,0.7015,0.7105,0.7196,0.7287,0.7377,0.7468,0.7559,0.765,0.774,0.7831,0.7922,0.8012,0.8103,0.8194,0.8284,0.8375,0.8466,0.8557,0.8647,0.00426,0.0147,0.046,0.136,0.384,1.05,2.72,6.47,13.0,20.7,24.4,20.9,12.7,5.56,1.78,0.427,0.0763,0.00998,9.27E-4,5.92E-5,2.52E-6
1130,2281,56,"RMJ045542.8-471148.2",73.928317,-47.196728,0.4235,0.013,23.49,2.75,1.007,,2926771342,20.421,0.0106,18.5946,0.0026,17.9958,0.0024,17.635,0.0037,19.9955,0.991,0.00523,0.00353,1.4E-4,1.21E-5,2926771342,73.928314,-47.196728,2926772134,73.930931,-47.181602,2926771300,73.919151,-47.189796,2926770227,73.923965,-47.203129,2926771389,73.918663,-47.188469,0.358,0.3645,0.3711,0.3776,0.3842,0.3907,0.3973,0.4038,0.4104,0.4169,0.4235,0.43,0.4366,0.4431,0.4496,0.4562,0.4627,0.4693,0.4758,0.4824,0.4889,3.32E-5,5.73E-4,0.00724,0.0607,0.362,1.49,4.58,10.4,18.8,27.0,30.7,27.3,18.5,9.22,3.4,0.888,0.166,0.0202,0.00167,8.75E-5,3.23E-6
1078,2097,41,"RMJ045317.6-473530.9",73.323133,-47.591919,0.4227,0.0229,20.59,2.3,1.004,,2928901018,21.1106,0.0153,19.276,0.0036,18.6543,0.0038,18.322,0.0057,15.3587,0.957,0.0348,0.00446,0.00332,5.3E-4,2928901018,73.323135,-47.591919,2928901563,73.330223,-47.584869,2928901577,73.337463,-47.582203,2928901179,73.311073,-47.588127,2928901145,73.325676,-47.588943,0.3243,0.3319,0.3395,0.347,0.3546,0.3622,0.3697,0.3773,0.3849,0.3925,0.4,0.4076,0.4152,0.4227,0.4303,0.4379,0.4454,0.453,0.4606,0.4682,0.4757,5.28E-8,5.23E-6,2.53E-4,0.00635,0.0858,0.635,2.64,6.55,10.6,12.9,13.7,14.8,16.7,18.2,16.9,11.7,5.26,1.36,0.182,0.0126,4.79E-4
657,1105,55,"RMJ045323.8-472009.1",73.349153,-47.335866,0.3705,0.0134,24.31,2.4,1.007,,2926634127,21.0471,0.0122,19.4998,0.0039,18.9446,0.0036,18.6079,0.005,16.389,0.631,0.161,0.152,0.0299,0.0263,2926634127,73.349152,-47.335865,2926635502,73.339615,-47.329773,2926635332,73.337761,-47.333084,2926635455,73.335388,-47.330456,2926634254,73.340355,-47.332848,0.2645,0.2751,0.2857,0.2963,0.3069,0.3175,0.3281,0.3387,0.3493,0.3599,0.3705,0.3811,0.3917,0.4023,0.4129,0.4235,0.4341,0.4447,0.4553,0.4659,0.4765,1.14E-16,1.59E-12,3.63E-9,1.78E-6,2.38E-4,0.0106,0.191,1.67,7.97,21.3,29.9,21.6,8.86,2.55,0.682,0.207,0.0641,0.016,0.0024,1.6E-4,3.54E-6
708,1207,42,"RMJ045225.5-472204.9",73.106384,-47.368022,0.3758,0.0128,21.96,2.25,1.005,,2926628998,20.8714,0.0097,19.2162,0.0027,18.6471,0.0029,18.3426,0.0043,13.531,0.44,0.42,0.14,3.03E-4,1.63E-4,2926628998,73.106384,-47.368023,2926630316,73.105919,-47.366791,2926632746,73.117821,-47.350422,2926630778,73.1026,-47.35693,2926633074,73.105247,-47.346115,0.2813,0.2907,0.3002,0.3096,0.3191,0.3285,0.338,0.3474,0.3569,0.3663,0.3758,0.3852,0.3946,0.4041,0.4135,0.423,0.4324,0.4419,0.4513,0.4608,0.4702,2.54E-13,2.83E-10,1.02E-7,1.35E-5,7.54E-4,0.0205,0.28,2.14,9.49,23.4,31.3,23.5,11.0,3.78,1.14,0.321,0.0777,0.0146,0.00176,1.16E-4,3.56E-6
303,476,53,"RMJ045707.4-470506.1",74.280772,-47.085031,0.3702,0.011,34.05,2.46,0.999,,2926781317,20.3489,0.0134,18.7407,0.0039,18.1842,0.0036,17.894,0.0056,22.5236,0.631,0.364,0.0038,3.82E-4,8.94E-6,2926781317,74.280769,-47.08503,2926781116,74.276711,-47.084248,2926780723,74.264961,-47.08839,2926781352,74.232552,-47.081547,2926780852,74.275444,-47.085182,0.2892,0.2973,0.3054,0.3135,0.3216,0.3297,0.3378,0.3459,0.354,0.3621,0.3702,0.3783,0.3864,0.3945,0.4026,0.4107,0.4188,0.4269,0.435,0.4431,0.4512,3.81E-11,9.53E-9,1.13E-6,7.19E-5,0.00229,0.0416,0.467,3.04,11.9,27.8,36.5,27.4,12.3,3.54,0.696,0.112,0.0163,0.00229,3.26E-4,4.23E-5,4.37E-6
860,1529,49,"RMJ045358.2-461559.5",73.492588,-46.266518,0.3777,0.0116,26.39,2.65,1.004,,2926092564,20.323,0.0122,18.5581,0.0031,17.9875,0.0039,17.6722,0.0063,19.7189,0.984,0.00919,0.00656,6.79E-4,7.17E-5,2926092564,73.492584,-46.266518,2926090923,73.499626,-46.279083,2926090279,73.47406,-46.285469,2926092436,73.490471,-46.268635,2926090228,73.470451,-46.2831,0.2945,0.3028,0.3112,0.3195,0.3278,0.3361,0.3444,0.3528,0.3611,0.3694,0.3777,0.386,0.3943,0.4027,0.411,0.4193,0.4276,0.4359,0.4443,0.4526,0.4609,5.96E-11,1.68E-8,1.95E-6,1.05E-4,0.00292,0.0465,0.459,2.92,11.5,26.5,34.6,26.3,12.6,4.28,1.18,0.292,0.0647,0.0113,0.00139,1.07E-4,4.54E-6
722,1229,37,"RMJ044942.4-461737.0",72.426473,-46.293625,0.388,0.013,22.32,2.18,1.002,,2926468882,20.9671,0.0145,19.3078,0.0042,18.7727,0.005,18.4523,0.0066,16.7076,0.882,0.0943,0.0113,0.0109,9.54E-4,2926468882,72.426476,-46.293625,2926474912,72.424156,-46.270744,2926468761,72.4263,-46.29126,2926465447,72.426872,-46.303989,2926466289,72.437149,-46.294991,0.3087,0.3166,0.3245,0.3325,0.3404,0.3483,0.3563,0.3642,0.3721,0.3801,0.388,0.3959,0.4039,0.4118,0.4197,0.4277,0.4356,0.4435,0.4515,0.4594,0.4673,8.21E-8,4.35E-6,1.19E-4,0.00187,0.0204,0.163,0.981,4.41,13.1,25.1,30.7,25.4,15.3,7.24,2.82,0.851,0.186,0.0279,0.00249,1.25E-4,3.46E-6
257,407,57,"RMJ044818.8-463234.0",72.078349,-46.542771,0.3007,0.0182,35.68,2.53,1.001,,2926434608,19.2364,0.0054,17.7529,0.002,17.2434,0.0023,16.93,0.0029,24.685,0.973,0.0131,0.00958,0.00398,1.39E-4,2926434608,72.078346,-46.54277,2926433297,72.054848,-46.544434,2926434480,72.090218,-46.533447,2926433992,72.081207,-46.537193,2926434600,72.08519,-46.527786,0.1842,0.1958,0.2075,0.2191,0.2308,0.2424,0.2541,0.2657,0.2774,0.2891,0.3007,0.3124,0.324,0.3357,0.3473,0.359,0.3706,0.3823,0.3939,0.4056,0.4172,2.8E-12,2.57E-9,7.96E-7,7.85E-5,0.00321,0.0606,0.582,3.07,9.46,18.0,22.0,17.8,9.87,3.83,1.07,0.223,0.0356,0.0045,4.61E-4,3.88E-5,2.68E-6
790,1372,58,"RMJ045104.7-461359.7",72.769381,-46.23325,0.6934,0.0203,28.32,2.83,0.997,,2926483867,22.3047,0.0451,20.5165,0.0105,19.4186,0.007,18.9514,0.0093,16.7288,0.998,0.00218,1.22E-4,5.93E-5,4.37E-5,2926483867,72.769379,-46.23325,2926483521,72.76812,-46.234051,2926483545,72.77494,-46.232277,2926480481,72.766884,-46.244347,2926480954,72.761749,-46.238941,0.5822,0.5934,0.6045,0.6156,0.6267,0.6378,0.6489,0.66,0.6711,0.6823,0.6934,0.7045,0.7156,0.7267,0.7378,0.7489,0.76,0.7712,0.7823,0.7934,0.8045,1.34E-9,8.97E-7,8.71E-5,0.00234,0.0276,0.193,0.965,3.63,9.51,16.7,19.8,16.9,11.4,6.41,3.05,1.16,0.312,0.0494,0.00387,1.47E-4,2.96E-6
1138,2307,52,"RMJ044942.4-460041.8",72.426699,-46.011621,0.4266,0.0152,20.85,2.59,1.009,,2928729561,20.8766,0.0136,19.2371,0.0036,18.6817,0.0041,18.3181,0.0056,18.7868,0.982,0.0179,3.0E-4,7.36E-5,4.12E-5,2928729561,72.426697,-46.01162,2928729937,72.430016,-46.003403,2928729822,72.422684,-46.00415,2928729373,72.428566,-46.009148,2928731484,72.446152,-45.985813,0.3627,0.3691,0.3755,0.3819,0.3883,0.3947,0.4011,0.4075,0.4138,0.4202,0.4266,0.433,0.4394,0.4458,0.4522,0.4586,0.465,0.4714,0.4778,0.4842,0.4905,0.0186,0.0996,0.389,1.17,2.72,5.25,8.74,13.3,18.7,23.9,26.5,24.3,17.4,9.37,3.56,0.945,0.168,0.0189,0.00146,7.28E-5,2.73E-6
278,434,73,"RMJ045036.2-455457.8",72.650938,-45.916063,0.4532,0.0086,38.81,3.1,1.002,,2928738009,20.5212,0.0088,19.0072,0.0027,18.4343,0.0035,18.0828,0.005,27.0309,0.909,0.082,0.00393,0.00333,0.00185,2928738009,72.65094,-45.916061,2928737329,72.641457,-45.920601,2928736218,72.624931,-45.931625,2928737996,72.584541,-45.92017,2928738205,72.655273,-45.910839,0.4055,0.4103,0.4151,0.4198,0.4246,0.4294,0.4341,0.4389,0.4436,0.4484,0.4532,0.4579,0.4627,0.4675,0.4722,0.477,0.4818,0.4865,0.4913,0.4961,0.5008,4.62E-4,0.00279,0.0152,0.0763,0.355,1.37,4.42,11.9,24.6,39.1,46.6,40.4,25.5,11.3,3.66,0.818,0.139,0.0174,0.00154,1.12E-4,6.5E-6
779,1349,63,"RMJ045106.3-454821.2",72.77614,-45.805876,0.4458,0.0102,28.73,3.09,1.017,,2928747735,22.1251,0.033,20.2538,0.0079,19.5966,0.0093,19.2455,0.0122,18.5879,0.932,0.0584,0.00662,0.00226,4.85E-4,2928747735,72.776138,-45.805878,2928747479,72.775421,-45.807774,2928751716,72.819572,-45.762417,2928747405,72.778671,-45.80817,2928747038,72.786797,-45.812366,0.3917,0.3971,0.4025,0.4079,0.4133,0.4187,0.4241,0.4295,0.435,0.4404,0.4458,0.4512,0.4566,0.462,0.4674,0.4728,0.4782,0.4836,0.489,0.4944,0.4998,0.029,0.0639,0.151,0.376,0.942,2.38,5.65,12.1,22.2,33.2,38.9,34.2,21.6,9.64,3.03,0.671,0.106,0.0124,0.00109,8.01E-5,4.62E-6
631,1062,61,"RMJ045048.5-454251.5",72.702154,-45.714297,0.7151,0.0218,29.02,2.67,1.009,,2928756478,23.3046,0.0809,21.3716,0.0161,20.3054,0.0119,19.815,0.0153,24.5937,0.457,0.322,0.116,0.104,8.33E-4,2928756478,72.702156,-45.714298,2928757414,72.711746,-45.705173,2928756086,72.703644,-45.717499,2928757381,72.701904,-45.705128,2928755960,72.700905,-45.717587,0.6106,0.621,0.6315,0.6419,0.6524,0.6628,0.6733,0.6837,0.6942,0.7046,0.7151,0.7255,0.7359,0.7464,0.7568,0.7673,0.7777,0.7882,0.7986,0.8091,0.8195,2.78E-7,8.83E-6,1.71E-4,0.00246,0.0275,0.231,1.27,4.59,10.6,16.3,18.3,16.6,12.9,8.48,4.41,1.57,0.334,0.0376,0.00237,8.58E-5,2.13E-6
1083,2113,76,"RMJ044854.6-455332.6",72.227445,-45.892377,0.8264,0.0157,27.6,3.14,1.014,,2928739696,24.4345,0.1502,22.3882,0.0297,21.0498,0.0183,20.4184,0.0182,15.9132,0.793,0.0975,0.0592,0.0351,0.0152,2928739696,72.227448,-45.892376,2928739863,72.219025,-45.889946,2928740264,72.223679,-45.886127,2928739281,72.231384,-45.896275,2928738546,72.226875,-45.904522,0.7428,0.7512,0.7595,0.7679,0.7762,0.7846,0.793,0.8013,0.8097,0.818,0.8264,0.8347,0.8431,0.8514,0.8598,0.8681,0.8765,0.8848,0.8932,0.9015,0.9099,4.13E-5,4.69E-4,0.00443,0.0334,0.194,0.857,2.87,7.37,14.5,22.0,25.5,22.2,14.4,6.85,2.36,0.587,0.104,0.0131,0.00118,7.58E-5,3.49E-6
18,31,119,"RMJ044803.0-454521.5",72.012412,-45.755981,0.2858,0.0166,52.41,4.29,1.01,,2928752770,20.2802,0.0067,18.7869,0.0024,18.2861,0.0027,17.9657,0.0045,35.7076,0.645,0.271,0.0631,0.016,0.00501,2928752770,72.012413,-45.755981,2928752507,72.015213,-45.763908,2928752519,72.014702,-45.755291,2928752454,72.017181,-45.758194,2928750289,71.971092,-45.783581,0.1831,0.1934,0.2036,0.2139,0.2242,0.2344,0.2447,0.255,0.2652,0.2755,0.2858,0.296,0.3063,0.3166,0.3268,0.3371,0.3474,0.3576,0.3679,0.3782,0.3884,1.45E-10,4.3E-8,5.23E-6,2.87E-4,0.00838,0.116,0.89,4.04,11.3,20.3,24.1,19.5,11.1,4.54,1.36,0.301,0.0475,0.00601,5.88E-4,4.53E-5,2.8E-6
9,19,143,"RMJ044827.1-453828.1",72.113041,-45.641142,0.313,0.017,76.9,4.33,1.0,,2928764131,20.3013,0.0094,18.7363,0.0026,18.2209,0.0032,17.8816,0.0049,61.4019,0.999,5.42E-4,2.09E-4,4.13E-5,3.16E-6,2928764131,72.113045,-45.641144,2928765218,72.112228,-45.644417,2928767219,72.115532,-45.606342,2928766517,72.103058,-45.612286,2928762422,72.119492,-45.682819,0.2084,0.2189,0.2293,0.2398,0.2502,0.2607,0.2711,0.2816,0.292,0.3025,0.313,0.3234,0.3339,0.3443,0.3548,0.3652,0.3757,0.3861,0.3966,0.4071,0.4175,5.49E-9,5.33E-7,2.78E-5,8.17E-4,0.0152,0.155,0.992,4.21,11.2,19.7,23.5,19.1,10.9,4.47,1.28,0.283,0.0473,0.0057,5.67E-4,4.43E-5,2.72E-6
918,1646,48,"RMJ044709.5-453418.3",71.789667,-45.571748,0.2812,0.0181,23.35,2.87,1.016,,2930558572,19.1458,0.004,17.7255,0.0016,17.2649,0.0018,16.972,0.0027,17.5329,0.77,0.191,0.0377,0.00179,3.21E-6,2930558572,71.789665,-45.571747,2930557170,71.808022,-45.580456,2930557606,71.805016,-45.579842,2930558345,71.806641,-45.569782,2930557847,71.783157,-45.571636,0.1579,0.1703,0.1826,0.1949,0.2072,0.2196,0.2319,0.2442,0.2566,0.2689,0.2812,0.2935,0.3059,0.3182,0.3305,0.3428,0.3552,0.3675,0.3798,0.3921,0.4045,4.25E-21,2.51E-15,6.87E-11,1.88E-7,8.53E-5,0.00763,0.198,1.87,8.04,17.4,22.0,17.6,9.39,3.57,0.986,0.199,0.0313,0.00391,4.0E-4,3.29E-5,2.35E-6
692,1166,49,"RMJ044909.0-452920.7",72.287687,-45.48907,0.3037,0.0187,25.8,2.61,1.011,,2928778936,19.1647,0.0064,17.6764,0.0019,17.1917,0.0021,16.8697,0.0033,19.8465,0.726,0.246,0.0279,4.6E-6,1.15E-6,2928778936,72.287689,-45.489071,2928778327,72.290894,-45.487377,2928778742,72.291115,-45.483402,2928778238,72.280884,-45.48254,2928776736,72.262886,-45.500755,0.1652,0.179,0.1929,0.2067,0.2206,0.2344,0.2483,0.2621,0.276,0.2898,0.3037,0.3175,0.3314,0.3452,0.3591,0.373,0.3868,0.4007,0.4145,0.4284,0.4422,2.81E-20,3.86E-15,5.74E-11,1.02E-7,3.93E-5,0.0038,0.111,1.3,6.51,16.2,21.4,16.2,7.57,2.41,0.551,0.1,0.0159,0.0022,2.83E-4,3.0E-5,2.65E-6
322,511,73,"RMJ044821.0-452032.2",72.087521,-45.342289,0.6669,0.0149,49.7,5.05,1.148,,2928791135,21.6719,0.0359,19.944,0.0084,18.9503,0.0068,18.484,0.0096,29.9543,0.983,0.0165,2.49E-4,9.82E-6,4.59E-6,2928791135,72.087524,-45.342289,2928790614,72.083618,-45.342922,2928790968,72.074455,-45.340397,2928790644,72.090843,-45.341492,2928790696,72.076118,-45.340916,0.5717,0.5812,0.5907,0.6002,0.6098,0.6193,0.6288,0.6383,0.6478,0.6574,0.6669,0.6764,0.6859,0.6954,0.705,0.7145,0.724,0.7335,0.7431,0.7526,0.7621,5.29E-16,5.55E-11,2.95E-7,1.31E-4,0.00911,0.162,1.21,4.75,12.1,21.7,26.9,21.9,11.4,3.97,0.957,0.182,0.0293,0.00405,4.93E-4,4.84E-5,3.28E-6
1280,3172,49,"RMJ043709.5-505806.3",69.289537,-50.96841,0.6639,0.02,21.05,2.6,1.003,,2932719649,22.5188,0.0492,20.8126,0.0137,19.7818,0.0154,19.3599,0.0154,15.5891,0.972,0.0198,0.0064,0.00158,9.95E-5,2932719649,69.289536,-50.96841,2932719490,69.298111,-50.966854,2932715183,69.277969,-50.970741,2932719414,69.291046,-50.968376,2932719904,69.238785,-50.961838,0.5378,0.5504,0.563,0.5756,0.5882,0.6008,0.6135,0.6261,0.6387,0.6513,0.6639,0.6765,0.6891,0.7018,0.7144,0.727,0.7396,0.7522,0.7648,0.7775,0.7901,1.04E-27,2.58E-20,7.23E-14,9.71E-9,5.9E-5,0.0174,0.503,3.33,9.42,16.4,20.0,16.4,8.79,3.3,0.966,0.253,0.0584,0.0109,0.00135,8.08E-5,2.4E-6
1056,2018,82,"RMJ043513.6-503718.7",68.80677,-50.621859,0.7982,0.0142,36.16,4.06,1.194,,2932802904,23.4735,0.1217,21.626,0.0283,20.3082,0.0188,19.7074,0.0179,23.4893,0.93,0.0559,0.0139,4.38E-4,8.21E-5,2932802904,68.80677,-50.621861,2932802725,68.80722,-50.623459,2932802712,68.797134,-50.623402,2932802618,68.797668,-50.624466,2932800954,68.81076,-50.631752,0.7166,0.7248,0.7329,0.7411,0.7492,0.7574,0.7655,0.7737,0.7818,0.79,0.7982,0.8063,0.8145,0.8226,0.8308,0.8389,0.8471,0.8552,0.8634,0.8716,0.8797,2.13E-5,1.82E-4,0.00155,0.0124,0.0849,0.457,1.96,6.25,14.4,23.8,28.1,23.8,14.6,6.51,2.18,0.523,0.0912,0.0115,0.00104,7.04E-5,3.24E-6
592,986,32,"RMJ043552.7-503322.9",68.969506,-50.556369,0.2299,0.0081,21.63,1.85,1.004,,2932811499,18.8224,0.0027,17.5124,0.0011,17.0763,0.0013,16.7722,0.0016,19.8153,0.973,0.0239,0.00154,9.2E-4,6.74E-4,2932811499,68.969505,-50.55637,2932812210,68.968361,-50.557121,2932812266,68.928108,-50.545658,2932811616,68.96846,-50.554798,2932816011,68.936569,-50.5247,0.1725,0.1782,0.184,0.1897,0.1955,0.2012,0.2069,0.2127,0.2184,0.2242,0.2299,0.2357,0.2414,0.2471,0.2529,0.2586,0.2644,0.2701,0.2759,0.2816,0.2874,4.66E-18,2.23E-13,1.15E-9,1.12E-6,2.62E-4,0.0178,0.418,3.98,17.5,39.3,49.5,37.5,18.5,6.31,1.57,0.301,0.0463,0.00597,6.31E-4,6.23E-5,5.57E-6
982,1811,54,"RMJ043350.6-503149.7",68.460749,-50.530476,0.7611,0.0187,27.82,3.13,1.088,,2932224815,23.0612,0.0898,21.1409,0.0209,19.9658,0.0142,19.4671,0.0149,23.3476,0.949,0.042,0.00595,0.00262,7.55E-4,2932224815,68.460747,-50.530476,2932225842,68.462944,-50.524612,2932226607,68.459846,-50.51833,2932224831,68.464256,-50.528214,2932223683,68.441513,-50.537422,0.6694,0.6786,0.6877,0.6969,0.7061,0.7152,0.7244,0.7336,0.7427,0.7519,0.7611,0.7702,0.7794,0.7885,0.7977,0.8069,0.816,0.8252,0.8344,0.8435,0.8527,0.0245,0.0945,0.279,0.676,1.42,2.73,4.91,8.34,13.2,18.5,21.4,18.8,11.7,5.13,1.58,0.35,0.0605,0.00789,7.79E-4,5.58E-5,2.76E-6
269,425,72,"RMJ043830.6-502118.7",69.627577,-50.355201,0.6189,0.0119,39.54,3.22,1.031,,2932832662,22.0703,0.0511,20.2795,0.0126,19.3448,0.0091,18.8724,0.0094,23.4945,0.921,0.0529,0.0224,0.0035,5.89E-4,2932832662,69.627579,-50.355202,2932832553,69.612709,-50.355259,2932831946,69.627281,-50.36245,2932832618,69.631836,-50.352833,2932832942,69.610764,-50.349407,0.5303,0.5392,0.5481,0.5569,0.5658,0.5746,0.5835,0.5923,0.6012,0.61,0.6189,0.6278,0.6366,0.6455,0.6543,0.6632,0.672,0.6809,0.6898,0.6986,0.7075,1.8E-29,1.42E-23,3.38E-18,2.34E-13,4.73E-9,1.62E-5,0.0079,0.567,7.3,25.0,33.7,25.5,13.5,5.49,1.76,0.43,0.0757,0.00973,8.9E-4,6.3E-5,3.79E-6
