recno,ID,Ng,Name,RAJ2000,DEJ2000,zlambda,e_zlambda,lambda,e_lambda,S,zspec,ObjID,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zLum,PCen0,PCen1,PCen2,PCen3,PCen4,ID0,RA0deg,DE0deg,ID1,RA1deg,DE1deg,ID2,RA2deg,DE2deg,ID3,RA3deg,DE3deg,ID4,RA4deg,DE4deg,PZbin1,PZbin2,PZbin3,PZbin4,PZbin5,PZbin6,PZbin7,PZbin8,PZbin9,PZbin10,PZbin11,PZbin12,PZbin13,PZbin14,PZbin15,PZbin16,PZbin17,PZbin18,PZbin19,PZbin20,PZbin21,PZ1,PZ2,PZ3,PZ4,PZ5,PZ6,PZ7,PZ8,PZ9,PZ10,PZ11,PZ12,PZ13,PZ14,PZ15,PZ16,PZ17,PZ18,PZ19,PZ20,PZ21
475,780,46,"RMJ043643.2-603016.1",69.180118,-60.504472,0.5975,0.0096,25.76,2.54,1.003,,2948319710,22.0928,0.0296,20.3316,0.0073,19.478,0.0064,19.1047,0.0089,19.8967,0.637,0.265,0.0474,0.0321,0.019,2948319710,69.180115,-60.504471,2948319168,69.163765,-60.508579,2948319767,69.181015,-60.503246,2948319822,69.18219,-60.502209,2948319199,69.161591,-60.507561,0.5105,0.5192,0.5279,0.5366,0.5453,0.554,0.5627,0.5714,0.5801,0.5888,0.5975,0.6062,0.6149,0.6236,0.6322,0.6409,0.6496,0.6583,0.667,0.6757,0.6844,2.9E-31,7.64E-25,3.18E-19,2.69E-14,5.4E-10,2.04E-6,0.00152,0.201,5.06,26.7,41.6,27.4,10.9,3.41,0.928,0.225,0.046,0.00769,9.35E-4,8.08E-5,4.93E-6
844,1486,62,"RMJ043716.3-602102.9",69.317864,-60.350795,0.6089,0.0103,27.45,2.93,1.009,,2948337444,21.8501,0.03,20.1725,0.008,19.2181,0.0062,18.7733,0.0081,21.6275,0.756,0.22,0.0214,0.00315,7.75E-5,2948337444,69.317863,-60.350796,2948336702,69.315224,-60.354889,2948336255,69.31971,-60.3578,2948336871,69.309166,-60.353233,2948335339,69.316879,-60.36375,0.5296,0.5376,0.5455,0.5534,0.5614,0.5693,0.5772,0.5851,0.5931,0.601,0.6089,0.6169,0.6248,0.6327,0.6407,0.6486,0.6565,0.6645,0.6724,0.6803,0.6882,2.15E-27,1.28E-21,1.61E-16,5.14E-12,4.2E-8,5.82E-5,0.0147,0.725,8.5,28.6,38.8,28.5,14.2,5.37,1.64,0.397,0.0765,0.0109,0.00109,8.47E-5,5.18E-6
793,1376,42,"RMJ043550.0-601321.0",68.95853,-60.222513,0.3765,0.0138,25.08,2.47,1.014,,2946141487,19.6852,0.0086,17.9538,0.0022,17.3871,0.0027,17.0486,0.0037,18.5623,0.998,0.0015,1.88E-5,1.06E-5,9.75E-6,2946141487,68.958527,-60.222511,2946141092,68.953995,-60.22049,2946141627,68.971733,-60.212299,2946141072,68.942169,-60.217506,2946140776,68.963676,-60.222263,0.2718,0.2823,0.2928,0.3032,0.3137,0.3242,0.3346,0.3451,0.3556,0.366,0.3765,0.387,0.3974,0.4079,0.4184,0.4288,0.4393,0.4498,0.4602,0.4707,0.4811,6.68E-18,1.42E-13,4.44E-10,3.26E-7,6.4E-5,0.00396,0.102,1.21,7.05,20.6,28.8,21.1,10.1,4.14,1.88,0.894,0.341,0.0784,0.00821,2.81E-4,2.88E-6
1173,2439,55,"RMJ043406.4-602832.0",68.526543,-60.475542,0.6978,0.022,23.14,2.77,1.009,,2947649012,22.7869,0.0461,21.0711,0.0132,19.9614,0.01,19.4877,0.0125,18.9079,0.749,0.158,0.0388,0.0304,0.0238,2947649012,68.526543,-60.47554,2947648875,68.524506,-60.475323,2947649028,68.528275,-60.473652,2947647980,68.516335,-60.484032,2947649200,68.530998,-60.472775,0.5903,0.6011,0.6118,0.6226,0.6333,0.6441,0.6548,0.6656,0.6763,0.6871,0.6978,0.7086,0.7193,0.7301,0.7409,0.7516,0.7624,0.7731,0.7839,0.7946,0.8054,4.24E-7,4.2E-5,0.00121,0.0144,0.101,0.481,1.8,5.05,10.5,16.0,18.2,16.3,12.0,7.31,3.56,1.31,0.318,0.0437,0.00302,1.13E-4,2.35E-6
106,169,96,"RMJ043129.0-603335.2",67.870649,-60.559789,0.583,0.007,52.83,3.45,1.006,,2947636288,21.6197,0.0266,19.8532,0.008,18.9783,0.0062,18.5631,0.0082,34.2825,0.64,0.36,1.16E-4,9.82E-5,6.24E-5,2947636288,67.870651,-60.559788,2947633471,67.892578,-60.573235,2947633288,67.887825,-60.570808,2947635246,67.871452,-60.561195,2947633971,67.874062,-60.567188,0.5298,0.5351,0.5404,0.5457,0.5511,0.5564,0.5617,0.5671,0.5724,0.5777,0.583,0.5884,0.5937,0.599,0.6044,0.6097,0.615,0.6203,0.6257,0.631,0.6363,1.56E-13,8.81E-11,2.37E-8,3.98E-6,3.52E-4,0.0157,0.341,3.55,17.3,43.8,57.5,41.8,18.1,5.09,1.03,0.172,0.0241,0.00315,3.95E-4,4.9E-5,6.04E-6
876,1552,39,"RMJ043057.9-601335.7",67.741336,-60.226571,0.4272,0.0138,22.99,2.32,1.006,,2946004458,21.2942,0.0167,19.6053,0.0054,19.0131,0.0053,18.6791,0.0074,16.1893,1.0,2.56E-4,6.6E-5,3.04E-5,1.0E-5,2946004458,67.741333,-60.22657,2946004479,67.73056,-60.222809,2946002791,67.714989,-60.238712,2946003148,67.727325,-60.239319,2946003284,67.707047,-60.24437,0.3613,0.3679,0.3745,0.381,0.3876,0.3942,0.4008,0.4074,0.414,0.4206,0.4272,0.4337,0.4403,0.4469,0.4535,0.4601,0.4667,0.4733,0.4799,0.4864,0.493,2.47E-4,0.00343,0.0311,0.188,0.792,2.44,5.84,11.4,18.6,25.7,29.0,26.1,18.0,9.22,3.42,0.894,0.158,0.0187,0.00148,8.0E-5,3.13E-6
545,913,39,"RMJ044000.4-595454.1",70.0017,-59.915032,0.2851,0.0182,22.6,2.08,1.006,,2946315958,18.9766,0.0045,17.5659,0.0015,17.0816,0.0018,16.7832,0.0026,14.6597,0.941,0.0572,7.1E-4,6.04E-4,4.78E-4,2946315958,70.001701,-59.915031,2946315897,70.011269,-59.90683,2946313907,70.001678,-59.921108,2946315065,70.027344,-59.912342,2946315721,70.017441,-59.905216,0.1579,0.1706,0.1833,0.1961,0.2088,0.2215,0.2342,0.2469,0.2597,0.2724,0.2851,0.2978,0.3105,0.3233,0.336,0.3487,0.3614,0.3742,0.3869,0.3996,0.4123,1.78E-21,9.68E-16,3.18E-11,1.05E-7,5.25E-5,0.00554,0.163,1.71,7.7,17.4,22.0,17.1,8.76,3.11,0.816,0.158,0.024,0.00301,3.26E-4,3.12E-5,2.65E-6
734,1257,43,"RMJ043909.4-595602.6",69.789204,-59.934049,0.3607,0.0132,23.25,2.33,1.011,,2946312838,20.0999,0.0093,18.4572,0.0026,17.8915,0.0033,17.5736,0.0047,16.1497,0.995,0.00388,0.00133,1.98E-4,8.45E-5,2946312838,69.789207,-59.934048,2946312982,69.781525,-59.928986,2946312753,69.756966,-59.93116,2946312605,69.788033,-59.931671,2946313398,69.795525,-59.923393,0.2333,0.246,0.2587,0.2715,0.2842,0.297,0.3097,0.3224,0.3352,0.3479,0.3607,0.3734,0.3861,0.3989,0.4116,0.4244,0.4371,0.4498,0.4626,0.4753,0.4881,4.09E-23,5.73E-18,1.11E-13,4.63E-10,4.42E-7,1.25E-4,0.0114,0.362,4.25,19.0,30.8,19.2,5.31,0.828,0.101,0.0152,0.00355,0.00108,3.0E-4,5.1E-5,3.69E-6
823,1436,43,"RMJ043752.0-594840.6",69.466807,-59.811267,0.2906,0.0185,24.13,2.49,1.005,,2946183647,19.5645,0.0055,18.0585,0.0018,17.5653,0.0023,17.246,0.0032,15.2001,0.994,0.0055,5.0E-4,3.95E-4,8.8E-5,2946183647,69.466805,-59.811268,2946183391,69.452324,-59.810799,2946181143,69.53334,-59.831886,2946182541,69.53894,-59.817085,2946182280,69.52636,-59.818539,0.1577,0.171,0.1843,0.1976,0.2109,0.2242,0.2375,0.2508,0.264,0.2773,0.2906,0.3039,0.3172,0.3305,0.3438,0.3571,0.3704,0.3837,0.397,0.4103,0.4235,7.08E-22,4.23E-16,1.77E-11,6.26E-8,3.64E-5,0.00404,0.132,1.47,7.12,16.8,21.6,16.6,8.28,2.75,0.667,0.12,0.0181,0.00228,2.67E-4,2.78E-5,2.68E-6
986,1823,43,"RMJ043725.8-594345.1",69.357546,-59.729183,0.4781,0.012,21.29,2.33,1.003,,2946191516,21.5514,0.0241,19.8747,0.0066,19.2329,0.0066,18.8892,0.0092,13.5682,0.506,0.488,0.00616,3.0E-6,9.23E-7,2946191516,69.357544,-59.729183,2946191533,69.358826,-59.72995,2946191423,69.361366,-59.730911,2946191593,69.340637,-59.728287,2946191189,69.343239,-59.730541,0.4052,0.4125,0.4198,0.427,0.4343,0.4416,0.4489,0.4562,0.4635,0.4708,0.4781,0.4854,0.4926,0.4999,0.5072,0.5145,0.5218,0.5291,0.5364,0.5437,0.551,3.34E-6,4.67E-5,5.64E-4,0.00574,0.0479,0.318,1.62,6.11,15.7,27.7,33.4,27.5,15.9,6.55,1.99,0.457,0.0796,0.0104,0.00101,7.02E-5,3.47E-6
836,1470,48,"RMJ043708.6-593031.8",69.285649,-59.508846,0.547,0.0102,25.19,2.71,1.016,,2944717428,21.904,0.0345,20.3644,0.0108,19.6068,0.0094,19.2069,0.0126,18.206,0.701,0.128,0.0988,0.037,0.0353,2944717428,69.285652,-59.508846,2944718692,69.254448,-59.495739,2944714603,69.29229,-59.537502,2944718852,69.240379,-59.49427,2944717087,69.285912,-59.509502,0.4858,0.492,0.4981,0.5042,0.5103,0.5164,0.5226,0.5287,0.5348,0.5409,0.547,0.5531,0.5593,0.5654,0.5715,0.5776,0.5837,0.5898,0.596,0.6021,0.6082,9.67E-7,2.8E-5,5.26E-4,0.00699,0.0695,0.467,2.31,7.85,18.9,32.6,39.0,32.8,19.0,7.74,2.15,0.441,0.0668,0.00742,6.97E-4,5.6E-5,3.84E-6
894,1594,53,"RMJ043526.2-593546.0",68.859129,-59.596116,0.6047,0.0112,24.83,2.56,0.999,,2946205790,22.0666,0.0381,20.3168,0.0088,19.3953,0.0076,18.9571,0.0097,16.1015,0.98,0.0132,0.00368,0.00288,3.66E-5,2946205790,68.859131,-59.596115,2946207462,68.860672,-59.594727,2946205292,68.877487,-59.597122,2946204555,68.865898,-59.604542,2946204402,68.858154,-59.60582,0.5116,0.5209,0.5302,0.5395,0.5488,0.5581,0.5674,0.5767,0.586,0.5954,0.6047,0.614,0.6233,0.6326,0.6419,0.6512,0.6605,0.6698,0.6791,0.6885,0.6978,7.57E-29,4.52E-23,6.13E-18,2.11E-13,2.13E-9,5.11E-6,0.00272,0.271,5.23,24.1,35.6,25.2,11.8,4.29,1.28,0.318,0.0609,0.0084,8.47E-4,6.56E-5,4.09E-6
1311,3605,55,"RMJ043322.6-594159.2",68.344104,-59.699787,0.6977,0.0244,20.35,2.71,1.0,,2946194614,22.6565,0.0556,20.7811,0.0114,19.6503,0.0068,19.1956,0.0088,16.6005,0.962,0.0257,0.0117,5.15E-4,2.04E-4,2946194614,68.344101,-59.699787,2946194021,68.366608,-59.703922,2946194228,68.34301,-59.701138,2946192925,68.386726,-59.714363,2946193148,68.378212,-59.710659,0.5772,0.5893,0.6013,0.6134,0.6254,0.6375,0.6495,0.6616,0.6736,0.6857,0.6977,0.7097,0.7218,0.7338,0.7459,0.7579,0.77,0.782,0.7941,0.8061,0.8182,3.57E-10,5.98E-7,1.01E-4,0.00334,0.0405,0.263,1.17,3.82,8.88,14.3,16.5,14.7,11.0,6.99,3.65,1.38,0.311,0.0357,0.0021,7.19E-5,1.8E-6
1112,2219,45,"RMJ043247.7-593755.9",68.198612,-59.632201,0.611,0.0153,20.57,2.41,1.008,,2946063261,22.2434,0.0439,20.515,0.011,19.5626,0.0073,19.1625,0.0097,12.5919,0.979,0.01,0.00705,0.00411,1.86E-4,2946063261,68.198608,-59.632202,2946063060,68.200714,-59.63232,2946062843,68.189583,-59.635529,2946063863,68.172859,-59.627083,2946062656,68.20211,-59.63538,0.4924,0.5042,0.5161,0.528,0.5398,0.5517,0.5636,0.5754,0.5873,0.5992,0.611,0.6229,0.6348,0.6466,0.6585,0.6704,0.6822,0.6941,0.706,0.7178,0.7297,4.18E-34,4.45E-27,5.56E-21,1.28E-15,5.12E-11,4.18E-7,6.36E-4,0.139,3.76,18.1,26.3,19.8,10.6,4.34,1.3,0.256,0.0351,0.00366,3.35E-4,3.16E-5,3.0E-6
702,1190,59,"RMJ043532.6-592219.1",68.885946,-59.37197,0.6932,0.0181,30.03,3.01,1.005,,2945809353,22.9125,0.0765,21.0876,0.0162,20.0625,0.0109,19.5922,0.0136,20.0424,0.803,0.112,0.0531,0.0229,0.00983,2945809353,68.885948,-59.371971,2945811184,68.924614,-59.355419,2945810659,68.918648,-59.358212,2945808853,68.897545,-59.374363,2945809879,68.919823,-59.364822,0.5833,0.5943,0.6053,0.6163,0.6273,0.6383,0.6493,0.6602,0.6712,0.6822,0.6932,0.7042,0.7152,0.7262,0.7371,0.7481,0.7591,0.7701,0.7811,0.7921,0.8031,7.06E-9,1.97E-6,1.19E-4,0.0024,0.0247,0.166,0.859,3.43,9.71,18.0,22.1,18.3,10.9,5.04,1.91,0.588,0.139,0.0222,0.00196,9.35E-5,2.41E-6
901,1608,69,"RMJ043336.0-591235.6",68.399922,-59.209876,0.6252,0.0151,30.04,3.11,1.002,,2945826747,22.8599,0.0437,20.9444,0.0095,19.9862,0.0077,19.5775,0.01,23.3786,0.723,0.134,0.0747,0.062,0.00572,2945826747,68.399925,-59.209877,2945826921,68.377075,-59.209751,2945826517,68.395767,-59.211693,2945827707,68.400063,-59.200298,2945827000,68.395622,-59.206318,0.5305,0.54,0.5495,0.5589,0.5684,0.5779,0.5873,0.5968,0.6063,0.6157,0.6252,0.6347,0.6441,0.6536,0.6631,0.6725,0.682,0.6914,0.7009,0.7104,0.7198,4.83E-30,4.2E-23,5.13E-17,8.89E-12,1.93E-7,3.5E-4,0.0655,1.72,10.0,21.7,26.3,22.2,14.2,6.78,2.25,0.494,0.0733,0.00758,6.28E-4,4.6E-5,3.25E-6
1051,2008,53,"RMJ042057.9-604633.2",65.241309,-60.775886,0.5313,0.0126,21.94,2.85,1.024,,2948408361,21.5788,0.0306,19.9163,0.0139,19.1179,0.0089,18.6901,0.0112,14.5059,0.716,0.282,0.00172,3.76E-4,1.22E-4,2948408361,65.24131,-60.775887,2948406974,65.240494,-60.779797,2948406797,65.238876,-60.780891,2948408341,65.267761,-60.773167,2948406147,65.235741,-60.788437,0.4627,0.4696,0.4764,0.4833,0.4902,0.497,0.5039,0.5107,0.5176,0.5245,0.5313,0.5382,0.5451,0.5519,0.5588,0.5656,0.5725,0.5794,0.5862,0.5931,0.6,1.92E-5,3.26E-4,0.00389,0.0331,0.204,0.935,3.24,8.61,17.5,27.1,31.6,27.5,17.6,8.12,2.66,0.61,0.0988,0.0116,0.00102,7.16E-5,4.27E-6
188,296,104,"RMJ042810.2-605021.9",67.042432,-60.839423,0.7317,0.0179,54.37,3.87,1.026,,2947545428,22.6642,0.0546,20.7641,0.017,19.5649,0.0082,19.1293,0.0109,40.004,0.99,0.00794,0.00172,2.59E-4,1.07E-5,2947545428,67.042435,-60.839424,2947545183,67.042519,-60.840317,2947545422,67.040443,-60.83886,2947542659,67.054756,-60.84589,2947542391,67.051125,-60.848579,0.6552,0.6629,0.6705,0.6782,0.6858,0.6935,0.7011,0.7088,0.7164,0.7241,0.7317,0.7394,0.747,0.7547,0.7623,0.7699,0.7776,0.7852,0.7929,0.8005,0.8082,0.00392,0.0234,0.11,0.413,1.24,3.03,6.22,10.7,15.9,20.3,22.2,20.5,15.5,9.18,4.0,1.16,0.223,0.0269,0.002,9.17E-5,2.67E-6
1226,2775,63,"RMJ042510.7-604419.4",66.294454,-60.738718,0.7051,0.0237,26.2,3.2,1.027,,2947568723,22.3976,0.0589,20.5087,0.0178,19.4322,0.0088,19.0241,0.0123,20.6042,0.784,0.184,0.0158,0.0138,0.00224,2947568723,66.294456,-60.738716,2947562645,66.304665,-60.772938,2947562538,66.311478,-60.771442,2947562309,66.305962,-60.773823,2947564413,66.285759,-60.761505,0.5952,0.6062,0.6171,0.6281,0.6391,0.6501,0.6611,0.6721,0.6831,0.6941,0.7051,0.7161,0.7271,0.738,0.749,0.76,0.771,0.782,0.793,0.804,0.815,5.28E-5,0.00102,0.00949,0.0536,0.229,0.811,2.45,5.88,10.7,15.1,16.8,15.3,11.7,7.17,3.41,1.11,0.221,0.0243,0.00156,6.0E-5,1.7E-6
630,1060,49,"RMJ042634.0-602525.4",66.641764,-60.423718,0.3304,0.0177,28.42,2.62,1.008,,2947622692,20.3322,0.0079,18.7905,0.0033,18.2542,0.0027,17.9343,0.0043,19.9168,0.637,0.338,0.0183,0.00697,2.54E-4,2947622692,66.641762,-60.423717,2947622254,66.647781,-60.424488,2947622907,66.65834,-60.418167,2947620813,66.63681,-60.427494,2947620833,66.661942,-60.429829,0.2131,0.2249,0.2366,0.2483,0.26,0.2718,0.2835,0.2952,0.3069,0.3187,0.3304,0.3421,0.3538,0.3655,0.3773,0.389,0.4007,0.4124,0.4242,0.4359,0.4476,3.62E-15,1.91E-11,1.92E-8,5.38E-6,5.35E-4,0.0192,0.312,2.29,8.77,18.2,22.6,18.1,10.0,3.93,1.11,0.217,0.0307,0.00326,2.8E-4,2.5E-5,2.71E-6
1284,3215,76,"RMJ042418.9-604801.3",66.078719,-60.800352,0.7075,0.0239,28.4,3.49,1.067,,2947554790,22.549,0.0417,20.7282,0.0153,19.6134,0.0068,19.2017,0.0097,23.5656,0.997,0.00228,3.65E-4,2.95E-4,6.46E-5,2947554790,66.07872,-60.80035,2947559116,66.106117,-60.785778,2947556815,66.118027,-60.78878,2947556077,66.056953,-60.795734,2947551816,66.102615,-60.810219,0.601,0.6117,0.6223,0.633,0.6436,0.6543,0.6649,0.6756,0.6862,0.6969,0.7075,0.7182,0.7288,0.7395,0.7501,0.7608,0.7714,0.782,0.7927,0.8033,0.814,2.42E-5,5.43E-4,0.00608,0.0413,0.21,0.841,2.66,6.26,11.1,15.1,16.6,15.3,12.1,7.9,4.0,1.42,0.293,0.0333,0.00199,7.15E-5,1.67E-6
