recno,ACO,RAB1950,DEB1950,Field,Xcen,Ycen,Atype,BMtype,Count,u_Count,m1,u_m1,m3,u_m3,m10,u_m10,Prev,Xpos,Ypos,GLON,GLAT,z,u_z,Rich,Dclass,m10A,NF_1,Obs_1,NF_2,Obs_2,NF_3,Obs_3,_RA_icrs,_DE_icrs
705,3417,139.24999999999997,-20.749999999999996,"F565",-131,-39,"RI?","II",76,?,16.9, ,17.8, ,18.6, ," ",295,125,250.53,19.67,, ,1,6,17.3,1,C,1,O,, ,139.82175194444443,-20.9618275
703,3415,137.39999999999998,-20.98333333333333,"F564",44,-53,"IR ","II-III",111, ,16.7, ,17.8, ,18.6, ," ",120,111,249.53,18.21,, ,2,6,17.3,1,O,, ,, ,137.96831388888887,-21.189211388888886
704,3416,138.325,-20.53333333333333,"F564",90,-29,"I  ","II",125, ,17.4, ,17.6, ,18.7, ," ",74,135,249.76,19.16,, ,2,6,17.3,1,O,, ,, ,138.89625833333332,-20.742214999999998
702,3414,135.6,-19.15,"F564",-46,46,"I  ","III",57,:,17.1,:,17.6, ,19.0, ," ",210,210,246.91,18.07,, ,1,6,17.3,1,O,, ,, ,136.17290805555552,-19.34989444444444
701,3413,131.64999999999998,-18.88333333333333,"F563",18,60,"R  ","III",30, ,18.1, ,18.5, ,19.4, ," ",146,224,244.3,15.27,, ,0,6,17.3,1,C,, ,, ,132.2193625,-19.069394999999997
697,3409,125.49999999999999,-17.45,"F562",-27,137,"I  ","III",39, ,16.0, ,16.6, ,17.8, ," ",191,301,239.64,11.32,, ,0,5,16.9,1,O,, ,, ,126.06922999999998,-17.612799166666665
698,3410,129.02499999999998,-17.766666666666666,"F563",-115,120,"I  ","II-III",50, ,18.1, ,18.5, ,19.3, ," ",279,284,241.86,13.91,, ,1,6,17.3,1,C,, ,, ,129.59619055555555,-17.943049166666665
700,3412,129.95,-17.416666666666664,"F563",-68,140,"R: ","II-III",70, ,17.9, ,18.4, ,19.3, ," ",232,304,242.09,14.83,, ,1,6,17.3,1,C,, ,, ,130.52354194444442,-17.596508333333333
699,3411,129.87499999999997,-17.299999999999997,"F563",-72,146,"R: ","II",55, ,17.7, ,18.7, ,19.3, ," ",236,310,241.95,14.84,, ,1,6,17.3,1,C,, ,, ,130.4489447222222,-17.479563888888887
913,3625,238.34999999999997,-86.66666666666666,"F009",-42,-95,"IR ","II-III",55, ,16.7, ,17.4, ,18.0, ,"B",206,69,305.66,-25.06,, ,1,5,17.1,1,O,, ,, ,243.2526394444444,-86.80263833333332
883,3595,214.49999999999997,-86.69999999999999,"F009",-109,-125,"R  ","II-III",99, ,17.2, ,17.4, ,18.8, ," ",273,39,304.38,-24.34,, ,2,5,17.1,1,A,, ,, ,218.10114388888886,-86.92453277777777
912,3624,236.49999999999997,-83.35,"F009",-100,74,"RI:","II-III",38,:,15.6,:,16.1,:,17.0, ," ",264,238,308.03,-22.55,, ,0,5,16.8,1,O,1,A,, ,239.18597999999997,-83.49826583333332
914,3626,242.47499999999997,-83.66666666666666,"F009",-61,65,"I  ","I",33, ,15.3, ,15.9, ,17.7, ," ",225,229,308.3,-23.25,, ,0,5,17.0,1,O,, ,, ,245.39191638888886,-83.7890822222222
917,3629,247.22499999999997,-82.36666666666666,"F009",-41,139,"IR ","I",32, ,16.1, ,17.6, ,18.0, ,"D",205,303,309.79,-22.86,0.0854, ,0,5,17.1,1,O,, ,, ,249.8125580555555,-82.46868166666665
903,3615,223.92499999999998,-80.36666666666666,"F022",-12,-18,"I  ","I-II",36, ,15.9, ,17.3, ,18.2, ," ",176,146,308.34,-19.1,, ,0,5,17.0,1,O,, ,, ,225.73457527777774,-80.56419916666665
918,3630,248.24999999999997,-75.89999999999999,"F043",9,-48,"IR ","I-II",30, ,15.7, ,17.1, ,17.5, ," ",155,116,315.34,-18.99,, ,0,5,16.9,1,O,, ,, ,249.9302097222222,-75.99941333333332
916,3628,246.14999999999998,-75.06666666666666,"F043",-20,-3,"I  ","II",57,*,15.6, ,16.7, ,18.0, ," ",184,161,315.66,-18.05,, ,1,5,17.0,1,O,, ,, ,247.7552258333333,-75.17571333333332
915,3627,242.79999999999995,-60.783333333333324,"F137",-115,-46,"I  ","I",59,?,12.4, ,13.1, ,14.2,:," ",279,118,325.34,-7.26,0.0143, ,1,1,13.5,1,C,1,O,, ,243.8868583333333,-60.90828499999999
877,3589,213.12499999999997,-46.48333333333333,"F271",111,-78,"IR ","III?",41, ,17.7,?,18.1, ,19.1, ," ",53,86,317.64,13.74,, ,0,6,17.3,1,C,, ,, ,213.92832277777774,-46.71547777777777
890,3602,217.37499999999997,-44.11666666666666,"F272",14,49,"I  ","II-III",65, ,17.4,?,17.7,?,18.4, ," ",150,213,321.39,14.88,, ,1,5,17.2,1,C,, ,, ,218.18173638888885,-44.33676749999999
849,3561,202.57499999999996,-42.599999999999994,"F270",-20,131,"IR ","II",36,:,15.0, ,15.4, ,16.1, ," ",184,295,311.05,19.36,, ,0,4,16.3,1,O,, ,, ,203.3159472222222,-42.85643333333333
851,3563,202.67499999999998,-42.3,"F270",-16,147,"RI:","II-III:",33, ,15.7, ,15.8, ,16.8, ,"B",180,311,311.18,19.64,, ,0,5,16.9,2,O,, ,, ,203.41530638888887,-42.55624361111111
858,3570,205.97499999999997,-37.666666666666664,"F325",-91,127,"R  ","I-II",31, ,13.6, ,14.4, ,15.5,:,"B",255,291,314.84,23.67,0.0372, ,0,4,15.8,2,O,, ,, ,206.71149666666665,-37.91620916666666
876,3588,212.97499999999997,-33.65,"F385",-139,71,"I  ","II",40, ,17.3, ,17.5, ,17.8, ," ",303,235,322.12,25.86,, ,0,6,17.3,1,O,, ,, ,213.71802999999997,-33.88261055555555
878,3590,213.72499999999997,-32.36666666666666,"F446",39,-127,"I  ","III:",85, ,16.7,?,17.0,?,17.7, ," ",125,37,323.28,26.84,, ,2,6,17.3,1,C,, ,, ,214.46506499999998,-32.59725611111111
836,3548,197.64999999999998,-43.81666666666666,"F269",60,65,"RI ","II",39, ,14.9, ,15.6, ,16.5, ," ",104,229,307.12,18.61,, ,0,5,16.7,1,O,, ,, ,198.3736669444444,-44.081486944444435
814,3526,191.52499999999998,-41.033333333333324,"F323",-142,-58,"RI:","I-II:",33, ,10.5, ,11.6, ,12.9, ,"DdK",306,106,302.42,21.56,0.011, ,0,0,13.2,2,C,, ,, ,192.21574777777775,-41.30584083333333
835,3547,197.62499999999997,-37.06666666666666,"F323",111,155,"R? ","II?",50,),18.0, ,18.5,?,19.5, ," ",53,319,307.75,25.34,, ,1,6,17.5,1,C,, ,, ,198.33090249999998,-37.33152888888888
803,3515,185.24999999999997,-44.26666666666666,"F268",-145,39,"IR ","III",32, ,16.1, ,16.7, ,17.2, ," ",309,203,297.74,18.05,, ,0,5,17.2,1,O,, ,, ,185.91718499999996,-44.54381055555555
799,3511,184.27499999999998,-43.36666666666666,"F267",84,87,"RI ","I-II",47, ,17.6, ,18.1, ,18.9, ," ",80,251,296.89,18.85,, ,0,6,17.3,1,O,, ,, ,184.9368708333333,-43.644231111111104
801,3513,184.94999999999996,-42.76666666666666,"F267",111,119,"I  ","II-III?",40, ,16.9,?,18.1,:,18.8, ," ",53,283,297.33,19.51,, ,0,6,17.3,3,O,1,C,, ,185.61447472222218,-43.043947222222215
815,3527,191.79999999999998,-36.48333333333333,"F381",-11,-79,"R  ","I",43, ,18.0, ,18.8, ,19.4, ," ",175,85,302.6,26.12,, ,0,6,17.5,1,O,, ,, ,192.48418861111108,-36.755559722222216
807,3519,187.49999999999997,-38.11666666666666,"F322",-46,102,"IR ","III",49, ,17.9, ,18.3, ,19.0, ," ",210,266,298.91,24.33,, ,0,6,17.4,1,C,, ,, ,188.17058444444442,-38.39252444444444
812,3524,189.34999999999997,-33.949999999999996,"F381",-120,55,"RI:","I",36, ,15.0, ,16.2, ,17.0, ," ",284,219,300.27,28.59,, ,0,5,17.2,2,O,, ,, ,190.02236249999999,-34.224482222222214
855,3567,204.22499999999997,-36.199999999999996,"F383",5,-62,"I  ","I-II",50, ,15.4, ,16.7, ,17.6, ," ",159,102,313.69,25.41,, ,1,6,17.3,1,O,, ,, ,204.95087027777774,-36.45320805555555
857,3569,204.94999999999996,-35.49999999999999,"F383",37,-24,"RI ","I-II",72, ,15.3, ,16.1, ,17.5, ," ",127,140,314.49,25.97,, ,1,6,17.3,1,O,, ,, ,205.6759972222222,-35.75172083333333
861,3573,206.37499999999997,-34.43333333333333,"F383",100,32,"R  ","I",75, ,15.4, ,17.5, ,18.3, ," ",64,196,316.03,26.74,, ,1,6,17.4,1,O,, ,, ,207.10197138888887,-34.68201305555555
854,3566,204.02499999999998,-35.3,"F383",-4,-14,"RI ","II",100, ,14.2, ,14.5, ,15.5, ," ",168,150,313.72,26.32,, ,2,4,15.8,1,O,, ,, ,204.74746416666665,-35.55361305555555
852,3564,202.87499999999997,-34.96666666666666,"F383",-54,4,"IR ","II",53, ,12.4, ,14.6, ,15.3, ,"B",218,168,312.76,26.83,, ,1,3,15.6,1,O,, ,, ,203.59286249999997,-35.222539999999995
856,3568,204.57499999999996,-34.383333333333326,"F383",21,36,"I  ","II-III",64, ,17.8, ,18.0, ,19.1, ," ",143,200,314.42,27.12,, ,1,6,17.5,1,O,, ,, ,205.29639249999997,-34.63583111111111
853,3565,203.44999999999996,-33.71666666666666,"F383",-29,71,"IR ","I",64, ,9.8, ,12.1, ,13.7, ," ",193,235,313.55,27.97,0.0109, ,1,1,14.0,1,O,, ,, ,204.16605138888886,-33.97142472222222
841,3553,199.09999999999997,-36.916666666666664,"F382",43,-100,"I  ","I-II",36, ,14.6, ,15.3, ,15.9, ," ",121,64,309.07,25.36,, ,0,4,16.2,1,O,, ,, ,199.81068138888887,-37.179224722222216
842,3554,199.17499999999998,-33.21666666666666,"F382",49,98,"RI ","I-II",59, ,14.6, ,15.2, ,16.0, ," ",115,262,309.63,29.03,0.0153,),1,4,16.4,1,O,, ,, ,199.87691805555554,-33.479105
848,3560,202.24999999999997,-32.96666666666666,"F383",-83,110,"R  ","I",184, ,11.2, ,13.4, ,14.7, ," ",247,274,312.59,28.89,0.0109,),3,3,15.1,2,O,, ,, ,202.9604369444444,-33.22372694444444
844,3556,200.32499999999996,-31.399999999999995,"F444",-43,-75,"R: ","I",49, ,12.9, ,13.8, ,16.0, ," ",207,89,311.02,30.7,, ,0,4,16.4,1,O,, ,, ,201.02599277777776,-31.660516111111107
850,3562,202.67499999999998,-31.41666666666666,"F444",65,-76,"IR ","I",129,:,13.6, ,14.5, ,15.1, ," ",99,88,313.32,30.35,0.0499, ,2,3,15.5,1,O,, ,, ,203.38254638888887,-31.672926388888886
846,3558,201.27499999999998,-31.23333333333333,"F444",1,-66,"R  ","I",226, ,12.6, ,13.8, ,14.7, ,"B",163,98,311.99,30.74,0.0482, ,4,3,15.1,1,O,, ,, ,201.97822694444443,-31.492181388888884
863,3575,207.42499999999998,-32.633333333333326,"F383",150,127,"RI ","II",49,?,14.5, ,14.8, ,15.5, ," ",14,291,317.5,28.26,, ,0,4,15.8,1,O,, ,, ,208.1492022222222,-32.87967638888888
860,3572,206.32499999999996,-33.133333333333326,"F383",100,101,"RI ","I-II",49,:,13.4, ,14.9, ,15.4, ," ",64,265,316.34,28.01,, ,0,4,15.7,1,O,, ,, ,207.0476961111111,-33.382125277777774
859,3571,206.14999999999998,-32.61666666666666,"F383",92,129,"R  ","I",126,:,12.3,:,14.9,:,15.4, ,"BQ",72,293,316.33,28.55,, ,2,4,15.8,2,O,, ,, ,206.87060138888887,-32.86584083333333
864,3576,207.47499999999997,-30.049999999999997,"F445",19,-1,"R  ","I",110, ,15.6, ,17.8, ,18.0, ,"Q",145,163,318.34,30.73,, ,2,6,17.5,1,O,, ,, ,208.19126999999997,-30.296234999999996
862,3574,206.57499999999996,-30.049999999999997,"F445",-24,-1,"RI ","I",31, ,11.4, ,11.8, ,13.0, ,"BKQ",188,163,317.47,30.94,0.0141, ,0,1,13.4,1,O,, ,, ,207.2890108333333,-30.298248888888885
865,3577,207.87499999999997,-27.599999999999998,"F510",-57,-138,"R  ","II",103, ,14.6, ,15.1, ,15.4, ,"BQ",221,26,319.54,32.99,, ,2,4,15.8,2,O,, ,, ,208.58490222222218,-27.845324999999995
830,3542,196.47499999999997,-34.3,"F382",-71,40,"RI ","I",45, ,13.8, ,15.6, ,16.1, ," ",235,204,306.97,28.17,, ,0,4,16.4,1,O,, ,, ,197.17091694444443,-34.566536666666664
833,3545,197.14999999999998,-33.81666666666666,"F382",-42,66,"RI ","I-II",39, ,15.9, ,17.3, ,18.0, ," ",206,230,307.64,28.61,0.0385,),0,6,17.5,1,O,, ,, ,197.84703527777776,-34.08223388888889
832,3544,197.07499999999996,-32.73333333333333,"F382",-45,124,"RI ","I-II",54, ,16.7, ,18.1, ,19.1, ," ",209,288,307.68,29.69,, ,1,6,17.6,1,O,, ,, ,197.76953527777775,-32.99901027777777
828,3540,195.12499999999997,-32.99999999999999,"F443",32,-161,"I  ","II-III",34, ,16.6, ,17.3, ,18.5, ," ",132,3,305.78,29.54,, ,0,6,17.5,1,C,, ,, ,195.81414611111109,-33.268363611111106
819,3531,193.59999999999997,-32.65,"F381",71,125,"I  ","II",34, ,15.0, ,16.0, ,16.7, ," ",93,289,304.32,29.94,, ,0,5,17.1,1,O,, ,, ,194.28387611111108,-32.920247499999995
825,3537,194.57499999999996,-32.166666666666664,"F382",-159,152,"I  ","I-II",35, ,11.7, ,13.1, ,13.9, ," ",323,316,305.29,30.39,0.0167, ,0,2,14.3,1,O,, ,, ,195.2609844444444,-32.43573138888888
840,3552,199.02499999999998,-31.549999999999997,"F444",-102,-84,"R  ","I",60, ,14.5, ,16.0, ,17.3, ," ",266,80,309.72,30.7,, ,1,6,17.4,1,O,, ,, ,199.72268027777776,-31.812682222222218
839,3551,198.84999999999997,-30.66666666666666,"F444",-111,-37,"R  ","I-II",126, ,16.7, ,16.8, ,17.2, ,"B",275,127,309.67,31.59,, ,2,6,17.4,1,O,, ,, ,199.54525055555553,-30.929630277777772
845,3557,200.52499999999998,-28.616666666666664,"F444",-34,74,"RI ","I-II",36, ,15.1, ,15.9, ,16.1, ,"B",198,238,311.71,33.42,, ,0,5,16.5,1,O,, ,, ,201.22009611111108,-28.876838888888884
834,3546,197.57499999999996,-29.71666666666666,"F444",-171,13,"RI ","I",39,:,15.7, ,16.5, ,17.6, ,"B",335,177,308.5,32.66,, ,0,6,17.4,1,O,, ,, ,198.26483555555552,-29.981604999999995
837,3549,197.89999999999998,-29.18333333333333,"F444",-157,42,"I  ","I-II",65, ,15.4, ,15.9, ,16.7, ,"B",321,206,308.9,33.16,, ,1,5,17.1,1,O,, ,, ,198.58962388888887,-29.44778083333333
843,3555,199.49999999999997,-28.71666666666666,"F444",-83,69,"I  ","II",61, ,15.3, ,15.4, ,16.0, ,"B",247,233,310.63,33.45,, ,1,4,16.4,1,O,, ,, ,200.19274666666664,-28.978573888888885
820,3532,193.64999999999998,-30.099999999999994,"F443",-88,-5,"R  ","II-III",36, ,14.4,?,14.8, ,15.8, ,"BK",252,159,304.44,32.48,, ,0,4,16.2,1,C,, ,, ,194.32989916666665,-30.370187222222217
818,3530,193.22499999999997,-30.08333333333333,"F443",-108,-4,"R  ","I-II",34, ,13.6,:,14.6, ,15.6, ," ",272,160,304.01,32.51,, ,0,4,16.0,2,C,, ,, ,193.90370249999998,-30.35401305555555
823,3535,193.77499999999998,-28.21666666666666,"F443",-83,97,"R  ","III",30, ,15.1,?,15.6, ,16.2, ,"B",247,261,304.64,34.36,, ,0,5,16.6,1,C,, ,, ,194.45230444444442,-28.486705277777773
816,3528,192.89999999999998,-28.749999999999996,"F443",-124,67,"R  ","II",70, ,13.6,:,14.6, ,15.9, ,"BKO",288,231,303.69,33.85,0.0553, ,1,4,16.3,2,C,, ,, ,193.57584277777775,-29.021045277777773
847,3559,201.77499999999998,-29.266666666666662,"F444",24,40,"R  ","I",141, ,13.1, ,14.5, ,15.3, ," ",140,204,312.87,32.6,0.0471, ,3,4,15.7,1,O,, ,, ,202.47475888888886,-29.52460972222222
907,3619,230.27499999999998,-32.23333333333333,"F449",8,-118,"I  ","I-II",39, ,16.7, ,18.0, ,19.4, ,"B",156,46,336.75,20.25,, ,0,6,17.4,1,O,, ,, ,231.05197638888885,-32.409839166666664
904,3616,226.57499999999996,-28.533333333333328,"F448",107,80,"R  ","II-III",141, ,17.9, ,18.6, ,19.5, ," ",57,244,336.18,25.11,, ,3,6,17.5,1,C,, ,, ,227.3267844444444,-28.723408888888883
906,3618,229.27499999999998,-28.38333333333333,"F449",-39,88,"RI ","I",61, ,17.7, ,18.6, ,19.3, ," ",203,252,338.41,23.88,, ,1,6,17.5,1,O,, ,, ,230.03081194444442,-28.563605277777775
891,3603,217.57499999999996,-31.58333333333333,"F447",-42,-86,"R: ","II-III",39, ,14.1, ,14.2, ,15.9, ,"O",206,78,326.98,26.27,, ,0,4,16.2,1,C,, ,, ,218.32142638888885,-31.802911666666663
901,3613,222.94999999999996,-30.41666666666666,"F448",-62,-21,"I  ","II-III",38, ,15.7, ,16.7, ,17.5, ," ",226,143,332.12,25.17,, ,0,6,17.3,1,C,, ,, ,223.70333027777775,-30.61922694444444
902,3614,223.79999999999998,-29.816666666666663,"F448",-23,11,"I  ","II:",45, ,16.6, ,17.2, ,17.6, ," ",187,175,333.15,25.32,, ,0,6,17.3,1,C,, ,, ,224.55236166666663,-30.016371111111106
896,3608,219.87499999999997,-30.749999999999996,"F447",60,-40,"R: ","II",41, ,15.5, ,16.1, ,17.5, ," ",104,124,329.36,26.15,, ,0,6,17.3,1,C,, ,, ,220.62318999999997,-30.96252583333333
897,3609,221.34999999999997,-27.63333333333333,"F448",-141,127,"I  ","II",150, ,17.8, ,18.7, ,19.6, ," ",305,291,332.3,28.28,, ,3,6,17.5,1,C,, ,, ,222.08814472222218,-27.841169999999995
892,3604,217.64999999999998,-28.199999999999996,"F447",-41,95,"I  ","III",85, ,17.5,:,17.8, ,18.9, ," ",205,259,328.7,29.3,, ,2,6,17.5,1,C,, ,, ,218.38307749999996,-28.419369444444442
893,3605,218.02499999999998,-28.116666666666664,"F447",-26,101,"RI:","I",34,?,14.3,?,15.6, ,17.3, ," ",190,265,329.08,29.23,, ,0,6,17.4,1,C,1,O,, ,218.7585233333333,-28.33490805555555
894,3606,218.29999999999998,-28.08333333333333,"F447",-13,103,"I: ","II",129, ,16.8, ,17.2, ,17.8, ," ",177,267,329.34,29.15,, ,2,6,17.4,1,C,, ,, ,219.0339533333333,-28.300741666666664
888,3600,216.52499999999998,-27.666666666666664,"F447",-95,125,"I  ","III",31, ,17.6, ,18.7, ,19.6, ," ",259,289,327.93,30.21,, ,0,6,17.6,1,C,, ,, ,217.25374249999996,-27.88936611111111
900,3612,222.94999999999996,-27.866666666666664,"F448",-64,115,"R  ","II",73, ,16.5, ,16.8, ,17.6, ," ",228,279,333.55,27.37,, ,1,6,17.3,1,C,, ,, ,223.69214805555552,-28.06924222222222
895,3607,219.22499999999997,-24.416666666666664,"F512",-41,34,"RI ","III",48, ,16.4, ,18.3, ,19.3, ," ",205,198,332.16,32.02,, ,0,6,17.6,1,O,, ,, ,219.94665527777775,-24.63125222222222
911,3623,233.77499999999998,-23.749999999999996,"F515",-133,69,"IR ","II-III",39,:,15.8,*,18.5, ,19.2, ," ",297,233,345.05,25.03,, ,0,6,17.5,1,O,, ,, ,234.51540805555553,-23.913091388888887
909,3621,231.42499999999995,-24.699999999999996,"F514",19,18,"I  ","II-III",34, ,17.2, ,18.4, ,18.7, ," ",145,182,342.55,25.66,, ,0,6,17.4,1,O,, ,, ,232.16675749999996,-24.872206111111108
908,3620,230.94999999999996,-18.499999999999996,"F582",-5,81,"RI ","II-III",68, ,17.6, ,18.6, ,19.3, ," ",169,245,346.62,30.73,, ,1,6,17.6,1,O,, ,, ,231.66380416666664,-18.674059444444442
910,3622,232.22499999999997,-18.599999999999998,"F582",59,76,"I  ","III",102, ,15.6, ,17.4, ,19.3, ," ",105,240,347.61,29.87,, ,2,6,17.6,1,O,, ,, ,232.94051027777775,-18.769177777777774
905,3617,228.07499999999996,-19.716666666666665,"F582",-150,14,"I  ","III",43, ,18.0, ,18.1, ,18.7, ," ",314,178,343.26,31.49,, ,0,6,17.5,1,O,, ,, ,228.7907558333333,-19.901405277777776
875,3587,212.97499999999997,-29.699999999999996,"F446",6,16,"I: ","II-III:",80, ,18.3, ,19.1, ,19.6, ," ",158,180,323.7,29.56,, ,2,6,17.6,1,C,, ,, ,213.70339472222219,-29.93262472222222
869,3581,211.14999999999998,-26.783333333333328,"F510",101,-95,"RI ","I",42, ,12.4,:,13.5, ,15.2,:," ",63,69,323.14,32.85,, ,0,3,15.6,2,O,, ,, ,211.86452416666663,-27.02072694444444
879,3591,213.77499999999998,-24.666666666666664,"F511",-38,18,"IR ","II",70, ,17.5, ,18.0, ,19.1, ," ",202,182,326.71,33.95,, ,1,6,17.6,1,O,, ,, ,214.48782666666665,-24.89714611111111
887,3599,216.22499999999997,-23.33333333333333,"F511",83,89,"I  ","I-II",58, ,14.8,?,17.4, ,18.0, ," ",81,253,329.84,34.24,, ,1,6,17.5,1,O,, ,, ,216.93766527777774,-23.55692222222222
866,3578,208.67499999999998,-24.48333333333333,"F510",-18,29,"I  ","I-II",52,:,13.7,:,14.1, ,14.7, ," ",182,193,321.49,35.75,, ,1,3,15.1,1,O,, ,, ,209.37755944444442,-24.726799722222218
868,3580,210.02499999999998,-23.48333333333333,"F510",49,82,"RI ","I",50, ,15.4, ,17.3, ,18.4, ," ",115,246,323.34,36.3,, ,1,6,17.5,1,O,, ,, ,210.72721638888885,-23.72354833333333
874,3586,212.87499999999997,-23.749999999999996,"F511",-82,67,"I  ","III",68, ,16.8, ,17.5, ,18.8, ," ",246,231,326.22,35.11,, ,1,6,17.5,1,O,, ,, ,213.5832047222222,-23.982909722222217
873,3585,212.82499999999996,-22.766666666666662,"F511",-85,119,"I  ","III",57, ,17.4, ,18.1, ,19.1, ," ",249,283,326.63,36.04,, ,1,6,17.6,1,O,, ,, ,213.5300083333333,-22.999712222222218
880,3592,213.94999999999996,-22.049999999999997,"F511",-30,158,"I  ","II-III",31, ,18.0, ,18.6, ,19.3, ," ",194,322,328.17,36.28,, ,0,6,17.6,1,O,, ,, ,214.6546233333333,-22.280008611111107
871,3583,211.89999999999998,-22.066666666666663,"F578",92,-110,"I  ","II-III",48, ,16.5, ,16.8, ,17.4, ,"Q",72,54,325.98,37.01,, ,0,6,17.4,1,O,, ,, ,212.6012833333333,-22.302145277777775
889,3601,217.19999999999996,-21.28333333333333,"F579",95,-69,"I  ","II",58, ,16.6, ,17.8, ,18.4, ," ",69,95,331.94,35.66,, ,1,6,17.5,1,O,, ,, ,217.90718999999996,-21.504071388888885
898,3610,221.42499999999998,-21.216666666666665,"F580",44,-65,"R  ","I-II",75, ,16.7, ,18.7, ,19.3, ," ",120,99,336.15,33.79,, ,1,6,17.6,1,O,, ,, ,222.13811749999996,-21.424292499999996
899,3611,221.57499999999996,-20.68333333333333,"F580",51,-37,"R  ","II-III",96, ,17.5, ,18.6, ,19.3, ," ",113,127,336.63,34.17,, ,2,6,17.6,1,O,, ,, ,222.28633888888885,-20.89047472222222
884,3596,215.59999999999997,-19.516666666666666,"F579",15,27,"I: ","II",64, ,15.1, ,16.0, ,17.0, ,"Q",149,191,331.27,37.92,, ,1,6,17.4,1,O,, ,, ,216.29900249999997,-19.742066111111107
881,3593,214.09999999999997,-19.249999999999996,"F579",-60,41,"IR ","II",32, ,14.0, ,15.0, ,16.0, ,"Q",224,205,329.8,38.77,0.1196, ,0,4,16.4,1,O,, ,, ,214.79605527777775,-19.47960472222222
885,3597,215.99999999999997,-18.9,"F579",36,59,"RI ","II-III",46, ,15.5, ,16.0, ,16.8, ,"Q",128,223,332.05,38.3,, ,0,5,17.2,1,O,, ,, ,216.6975655555555,-19.124253888888887
886,3598,216.14999999999998,-17.48333333333333,"F579",45,135,"I  ","III",121, ,17.5, ,18.0, ,19.2, ," ",119,299,333.06,39.49,, ,2,6,17.6,1,O,, ,, ,216.8432211111111,-17.707158611111108
867,3579,208.72499999999997,-22.749999999999996,"F510",-15,122,"IR ","II",43,:,17.1, ,17.5, ,18.4, ," ",179,286,322.22,37.38,, ,0,6,17.5,1,O,, ,, ,209.42276638888885,-22.993351388888886
872,3584,212.02499999999998,-19.73333333333333,"F578",101,14,"RI ","II-III",59, ,15.8, ,16.7, ,17.6, ," ",63,178,327.24,39.12,, ,1,6,17.4,1,O,, ,, ,212.71951805555554,-19.968492777777776
870,3582,211.42499999999998,-18.666666666666664,"F578",71,72,"IR ","II-III",72, ,17.0, ,17.7, ,18.1, ," ",93,236,327.1,40.33,, ,1,6,17.5,1,O,, ,, ,212.11555999999996,-18.903377499999998
882,3594,214.39999999999998,-17.516666666666666,"F579",-45,134,"I  ","III",82, ,18.1, ,18.7, ,19.6, ,"Q",209,298,331.1,40.21,, ,2,6,17.6,1,O,, ,, ,215.0911344444444,-17.745447777777777
998,3710,310.34999999999997,-87.98333333333332,"F001",-84,72,"I  ","III",73, ,17.2, ,17.8, ,19.1, ," ",248,236,305.03,-28.34,, ,1,6,17.3,1,O,, ,, ,316.4776255555555,-87.79172527777777
1051,3763,320.24999999999994,-87.43333333333332,"F011",-9,-130,"I: ","II-III",52, ,16.5, ,17.3, ,18.2, ," ",173,34,305.32,-28.96,, ,1,5,17.2,1,O,, ,, ,324.52675083333327,-87.21261638888888
1089,3801,325.44999999999993,-86.99999999999999,"F011",4,-107,"I  ","III",39, ,16.2,*,18.0, ,19.1, ," ",160,57,305.52,-29.43,, ,0,6,17.3,1,O,, ,, ,328.86481166666664,-86.76595722222221
938,3650,296.67499999999995,-86.94999999999999,"F011",-75,-123,"I  ","II-III",42, ,15.3, ,16.8, ,18.6, ," ",239,41,306.36,-28.12,, ,0,5,17.2,1,O,, ,, ,301.77862527777773,-86.81393055555554
1311,4023,354.12499999999994,-85.48333333333332,"F002",-26,-27,"I  ","III",46, ,17.8, ,18.6, ,19.2, ,"Q",190,137,304.66,-31.68,, ,0,6,17.3,2,O,, ,, ,355.08738333333326,-85.20606888888888
1201,3913,341.025,-84.63333333333333,"F002",-95,5,"R  ","II-III?",67,:,17.4, ,17.9, ,18.5,:,"Q",259,169,306.28,-31.95,, ,1,5,17.2,2,O,, ,, ,342.5695333333333,-84.36876944444444
1067,3779,322.4,-85.26666666666665,"F011",-8,-14,"I  ","III",63, ,17.2, ,17.6, ,18.8, ," ",172,150,307.2,-30.39,, ,1,5,17.2,1,O,, ,, ,324.98614749999996,-85.04221527777777
1050,3762,320.24999999999994,-85.04999999999998,"F011",-18,-3,"IR ","III",74,:,17.8, ,18.1, ,19.1, ," ",182,161,307.53,-30.37,, ,1,6,17.3,1,O,, ,, ,322.8472030555555,-84.8318772222222
943,3655,299.07499999999993,-82.38333333333333,"F026",-112,-146,"IR ","II-III",34, ,17.5, ,18.1, ,19.2, ," ",276,18,311.38,-29.35,, ,0,6,17.3,1,O,, ,, ,301.49756749999995,-82.24287888888888
1016,3728,314.09999999999997,-82.93333333333332,"F011",-68,106,"IR ","II-III",66, ,15.8,:,17.0, ,17.5,:,"BQ",232,270,310.01,-30.95,, ,1,5,17.1,3,O,1,A,, ,316.30175611111105,-82.73571027777777
1029,3741,315.74999999999994,-82.36666666666666,"F026",5,-128,"RI:","I",29, ,15.5, ,16.8, ,17.4, ," ",159,36,310.47,-31.41,, ,0,5,17.0,2,O,1,A,, ,317.7951411111111,-82.16373833333333
