gz_id,gz_ra,gz_dec,gz_z
448226115559909376 ,18.8098,0.33877394,0.046725743
448226390437816320 ,18.765177,0.4052132,0.044668995
448226665315723264 ,18.815777,0.21348645,0.045091797
448227764827351040 ,18.772888,0.32220656,0.041841168
448228589461071872 ,18.809156,0.24009152,0.04330645
448229139216885760 ,18.759604,0.26292956,0.047805957
448234911652931584 ,18.870201,0.5148506,0.04395471
448235461408745472 ,18.860937,0.20528524,0.043443765
448235736286652416 ,18.836933,0.25931725,0.043328375
448236560920373248 ,18.837553,0.342967,0.049545832
448236835798280192 ,18.848,0.6323033,0.03573662
448237110676187136 ,18.851528,0.25239694,0.048322175
448237385554094080 ,18.915442,0.1874566,0.045529768
448237935309907968 ,18.878748,0.31291276,0.04856645
448238210187814912 ,18.936308,0.33243048,0.044728555
448239309699442688 ,18.873531,0.16960727,0.043655816
448239584577349632 ,18.883404,0.28980696,0.046625674
448240409211070464 ,18.974047,0.37710297,0.048368532
448241508722698240 ,18.948996,0.40916607,0.046536222
448241783600605184 ,18.949802,0.24106687,0.045236327
1087627600672614400,174.14133,48.864147,0.03337141
1087628425306335232,174.14986,49.202274,0.029570444
1087629799695869952,174.1273,49.131348,0.0370953
1087630349451683840,174.23697,49.177216,0.03796447
1087636396765636608,173.90627,49.072315,0.033223283
1087636671643543552,173.85933,49.087044,0.032084227
1087636946521450496,174.02213,48.955032,0.034500454
1087637221399357440,173.91682,49.09797,0.033526562
1087637496277264384,173.87236,49.106964,0.03802235
1087638595788892160,173.7765,49.057755,0.03473214
1087638870666799104,173.74947,49.081394,0.031510804
1087639970178426880,173.941,49.150887,0.03338707
1087640245056333824,173.9332,49.037632,0.029617187
1087640519934240768,174.05737,49.132626,0.03746764
1087641069690054656,173.97237,49.158623,0.03514763
1087647391881914368,173.70995,49.050896,0.034406837
1087647941637728256,173.51193,48.728325,0.033126194
1087648491393542144,173.61664,48.963413,0.033958595
1087648766271449088,173.64143,49.087685,0.032338325
1087649041149356032,173.4806,49.026825,0.03072599
1087649316027262976,173.67761,49.05362,0.03129826
1087649865783076864,173.51515,49.03316,0.033697292
1087650140660983808,173.54407,49.1058,0.03403785
1087650415538890752,173.59077,49.149727,0.037561264
1087650690416797696,173.65288,48.7356,0.030404255
1087651240172611584,173.56783,49.03392,0.03232102
1087651789928425472,173.50899,49.15214,0.034561966
1087652064806332416,173.58955,49.125988,0.035851933
1087652339684239360,173.70541,49.077637,0.03333502
1087658112120285184,173.34595,49.038067,0.031358145
1087659761387726848,173.3425,48.960873,0.033819593
1087660036265633792,173.216,48.892693,0.033457078
1087660586021447680,173.4763,48.720383,0.034621987
1087660860899354624,173.30626,49.101933,0.03234744
1087661135777261568,173.41414,49.06006,0.031987693
1087661410655168512,173.41573,48.99256,0.0315758
1087664434312144896,173.14505,49.10966,0.034014598
1087665533823772672,173.20746,49.10043,0.03663141
1087768063283062784,173.53757,49.254562,0.037232015
1087771361817946112,173.1508,49.258804,0.033411656
1087780982544689152,173.71843,49.234444,0.0296507
1087782082056316928,173.6481,49.22251,0.031639017
1087794451562129408,174.15749,49.278156,0.030923147
1087795001317943296,174.04211,49.378883,0.030294793
1088795556798556160,174.21591,49.09145,0.033172563
1088796656310183936,174.14252,49.077675,0.035464007
1088796931188090880,174.26619,49.13937,0.03224407
1088798580455532544,174.15273,49.06307,0.03231436
1088806002159020032,173.91496,48.92437,0.03547437
1088807101670647808,173.87885,49.24605,0.035873372
1088807376548554752,173.91005,48.96486,0.034705948
1088808201182275584,173.93217,49.16663,0.035330046
1088809300693903360,173.92497,49.07797,0.03259835
1088809575571810304,174.06805,49.15397,0.037874267
1088810675083438080,174.09468,49.055813,0.033272833
1088811224839251968,173.94484,49.105453,0.029020447
1088816997275297792,173.76189,49.1255,0.033439636
1088818096786925568,173.78592,49.28847,0.032838803
1088818646542739456,173.67908,49.090836,0.032754984
1088818921420646400,173.70273,49.241734,0.029635265
1088819196298553344,173.63441,49.053288,0.031929944
1088819471176460288,173.70425,49.081383,0.031621642
1088819746054367232,173.63739,49.101543,0.03638849
1088820570688088064,173.8065,49.12694,0.038752757
1088821120443901952,173.75679,49.213882,0.036801413
1088821945077622784,173.74854,48.988716,0.03682578
1088822219955529728,173.88322,48.94403,0.030109666
1088824968734599168,173.59564,48.798355,0.030294977
1088825518490413056,173.92113,48.80368,0.036687534
1088825793368320000,174.10844,48.772606,0.033037677
1088826343124133888,173.73969,48.774647,0.03126788
1088827167757854720,173.94069,48.850727,0.030424532
1088827992391575552,173.69398,48.956116,0.031567305
1088828542147389440,173.6292,49.127758,0.033446867
1088828817025296384,173.50742,49.14806,0.030767871
1088829366781110272,173.56752,49.00399,0.035257973
1088829916536924160,173.5606,49.043163,0.03167476
1088830191414831104,173.60857,49.413437,0.036309067
1088831016048551936,173.49681,49.062054,0.031625055
1088831290926458880,173.6213,48.951,0.028163994
1088831565804365824,173.22876,49.340042,0.031160535
1088832665315993600,173.41003,49.0492,0.03306424
1088833215071807488,173.48442,49.331585,0.03175293
452780292789266432 ,28.983374,0.9323757,0.0758116
453825929655904256 ,28.995893,0.9887026,0.07957639
453826204533811200 ,28.976507,0.9826093,0.07708458
453826479411718144 ,28.903051,0.97799635,0.08059855
453826754289625088 ,28.998163,0.95040405,0.08118002
453827304045438976 ,28.979582,1.1122704,0.07514574
453827578923345920 ,29.0052,1.0833843,0.078383744
453827853801252864 ,28.99528,1.0658294,0.081726395
453828403557066752 ,29.01592,0.88401854,0.07716483
453830052824508416 ,29.013664,1.1645591,0.08201709
453830877458229248 ,28.944658,0.92108303,0.08026083
453836924772182016 ,29.085714,1.0441713,0.082536735
453837199650088960 ,29.025864,1.0079814,0.07923507
453837474527995904 ,29.070654,1.0508094,0.07893614
453837749405902848 ,29.073332,1.1085327,0.081698954
453838024283809792 ,29.079233,1.2217809,0.08236199
453838299161716736 ,29.057598,1.0117714,0.07778315
453838574039623680 ,29.114855,1.064418,0.07674419
453838848917530624 ,29.081161,1.0731927,0.07775881
453839123795437568 ,29.051884,1.0522351,0.087165065
453839398673344512 ,29.029772,1.1963689,0.08413724
453839673551251456 ,29.050068,1.0336142,0.08249474
453839948429158400 ,29.030802,0.9912459,0.081125386
453840223307065344 ,29.125128,1.04513,0.0766558
453840773062879232 ,29.053837,0.94393516,0.07900353
453841597696600064 ,29.023014,0.96646357,0.07968153
453841872574507008 ,29.01245,1.0198287,0.084979795
453842147452413952 ,29.075384,1.0188444,0.0786236
453848469644273664 ,29.136353,1.1224567,0.07512253
453851493301250048 ,29.175253,1.1139355,0.079691164
453851768179156992 ,29.189768,1.0751475,0.08018936
453852043057063936 ,29.217426,1.0744119,0.08007418
453852317934970880 ,29.226515,1.1175206,0.07878499
453852867690784768 ,29.18344,1.0916169,0.08284167
453853142568691712 ,29.119905,1.0823629,0.08039883
453863862807062528 ,29.249949,1.0546416,0.07740571
1617923989672323072,168.01662,40.67168,0.072865866
1617924264550230016,167.992,40.807434,0.07704663
1617926738451392512,167.95981,40.770428,0.07898543
1617928387718834176,168.04533,40.841644,0.0748289
1617935259666507776,167.92982,40.726376,0.07542285
1617936634056042496,167.9175,40.782726,0.075062245
1617936908933949440,167.92703,40.75296,0.07327692
1617937733567670272,167.93723,40.812855,0.07739327
1617938008445577216,167.75043,40.789276,0.07570831
1617938558201391104,167.96188,40.85041,0.07703051
1617938833079298048,167.89612,40.76491,0.07350837
1617939382835111936,167.93234,40.8348,0.07286287
1617939932590925824,167.84871,40.828983,0.07540007
1618079295689746432,167.86964,40.95753,0.073747106
1618080670079281152,167.93024,40.908627,0.07387617
1618080944957188096,167.93211,40.888016,0.07623123
1618081219835095040,167.88715,40.8903,0.07353393
1618081494713001984,167.80292,40.873486,0.075485125
1618081769590908928,167.91124,40.88309,0.08064722
1618082319346722816,167.86314,40.918835,0.07684368
1618082594224629760,167.90439,40.841526,0.078538135
1618082869102536704,167.87622,40.85918,0.07355383
1618091940073465856,168.03249,40.94858,0.073154174
1618092214951372800,168.07275,40.878563,0.07403118
1618092489829279744,167.964,40.910145,0.07596187
1618093039585093632,167.91643,40.97126,0.077296935
1618093589340907520,167.98569,40.86175,0.07935461
1618094139096721408,167.93259,40.93534,0.07573379
1620214821427374080,168.07503,40.69457,0.07172185
1620216470694815744,168.15549,40.73653,0.075381644
1620219769229699072,168.04288,40.66244,0.076373175
1620220044107606016,167.97731,40.7632,0.07909732
1620220593863419904,167.93175,40.8207,0.07814884
1620221143619233792,167.97597,40.854427,0.07557586
1620221418497140736,168.00894,40.678608,0.07567142
1620222792886675456,167.96884,40.975773,0.08078616
1620223342642489344,167.95222,40.90279,0.07671185
1620223617520396288,167.91656,41.012985,0.0724805
1620224167276210176,167.94221,40.855446,0.07923862
1620224442154117120,167.995,40.86774,0.07392872
1620224991909931008,168.03233,40.956017,0.070468195
1620230764345976832,167.91702,40.762585,0.07228089
1620231039223883776,167.79749,40.879898,0.07947566
1620231314101790720,167.86519,40.946777,0.07797954
1620231588979697664,167.86739,40.923985,0.07704031
1620232138735511552,167.89919,40.70731,0.07631906
1620233238247139328,167.91866,40.78526,0.07448084
1620233513125046272,167.90256,40.856014,0.06712613
1620234062880860160,167.89384,40.786793,0.074273944
1620234337758767104,167.80151,40.959522,0.071564116
1620235162392487936,167.89188,40.929028,0.070200406
1620235437270394880,167.83942,40.917664,0.07385186
1620235987026208768,167.9156,40.84005,0.073947795
1139532521080383488,169.09789,54.57072,0.0699876
1139533345714104320,169.0935,54.593708,0.070022345
1139535269859452928,168.95146,54.613117,0.07224025
1139537194004801536,168.76405,54.627388,0.072291724
1139542966440847360,168.72829,54.386658,0.066329755
1139543241318754304,168.76096,54.30996,0.06979206
1139546814731544576,168.6545,54.48421,0.068238005
1139547639365265408,168.73695,54.47726,0.067052215
1139548463998986240,168.77864,54.3997,0.07088035
1139548738876893184,168.84946,54.4441,0.06952608
1139549288632707072,168.8447,54.515575,0.069468334
1139549563510614016,168.9477,54.547916,0.07009328
1139549838388520960,168.84694,54.344982,0.06922169
1139550388144334848,168.76315,54.48248,0.06696199
1139551487655962624,168.90674,54.401962,0.0747814
1139551762533869568,168.8673,54.373856,0.07412595
1139553136923404288,168.83012,54.386368,0.07130797
1139553686679218176,169.0235,54.453712,0.06751782
1139557534969915392,169.12883,54.570763,0.06873089
1139560833504798720,169.12093,54.467598,0.0697421
1139562207894333440,169.10832,54.36912,0.06666591
1140632033681238016,168.69397,54.37643,0.06648782
1140632858314958848,168.74226,54.49126,0.0685893
1140633133192865792,168.7363,54.29444,0.07076073
1140634782460307456,168.642,54.604607,0.06631489
1140635332216121344,168.72821,54.47089,0.06749519
1140635607094028288,168.67336,54.28632,0.068229645
1140642753919608832,168.76617,54.441715,0.06940145
1140643028797515776,168.8004,54.442448,0.06566827
1140643303675422720,168.89919,54.59355,0.071474165
1140643578553329664,168.80035,54.461506,0.06608298
1140643853431236608,168.89413,54.561012,0.06836201
1140644128309143552,168.75197,54.37016,0.07048145
1140644403187050496,168.83324,54.38796,0.07042527
1140644678064957440,168.8564,54.519814,0.0672548
1140644952942864384,168.92336,54.348736,0.07108392
1140645502698678272,168.89053,54.459614,0.07204471
1140645777576585216,168.93063,54.522327,0.070764504
1140646052454492160,168.83678,54.457115,0.0665263
1140646327332399104,168.87328,54.37017,0.071124196
1140646602210306048,168.93132,54.281826,0.07200714
1140653199280072704,168.98245,54.59822,0.07136735
1140655123425421312,169.05116,54.46606,0.073693246
1140655398303328256,169.05086,54.51734,0.07084485
1140657047570769920,169.08247,54.55774,0.07123402
1140657322448676864,169.12935,54.321205,0.074142136
1620171115840169984,168.70184,40.296967,0.0765596
1620182110956447744,168.47961,40.30689,0.07657786
1620182660712261632,168.62042,40.22235,0.076347224
1620183210468075520,168.4967,40.322083,0.07538552
1620184035101796352,168.53262,40.385796,0.074388616
1620184309979703296,168.5093,40.436134,0.07415
1620184584857610240,168.5962,40.307655,0.07279446
1620184859735517184,168.54997,40.333042,0.07546333
1620185134613424128,168.51607,40.32723,0.07526499
1620185684369238016,168.5317,40.44477,0.07808318
1620186509002958848,168.54121,40.369865,0.076228626
1620192556316911616,168.4309,40.14977,0.0723326
1620192831194818560,168.4101,40.40036,0.076928765
1620193380950632448,168.41693,40.170616,0.07713607
1620194205584353280,168.45695,40.11336,0.07564967
1620194480462260224,168.46304,40.18645,0.07328388
1620194755340167168,168.37582,40.180107,0.07615872
1620195305095981056,168.39278,40.224087,0.075112976
1620195579973888000,168.43814,40.352844,0.07526614
1620195854851794944,168.38557,40.209007,0.07491698
1620196129729701888,168.45506,40.237854,0.076080374
1620196679485515776,168.45782,40.307903,0.07293863
1620197229241329664,168.45845,40.372383,0.07336861
1620197504119236608,168.43916,40.332104,0.07787251
1620203826311096320,168.32684,40.167007,0.07528218
1620204650944817152,168.35255,40.192287,0.07293331
1620205200700631040,168.37299,40.23402,0.076758705
1620205475578537984,168.35263,40.146275,0.07532465
1620205750456444928,168.29832,40.22297,0.07375922
1620206300212258816,168.30739,40.264454,0.07420759
1620206575090165760,168.36783,40.25058,0.074883945
1620207124845979648,168.32642,40.23005,0.073544644
1620207949479700480,168.29797,40.28489,0.07581118
1620208499235514368,168.2382,40.306953,0.07551849
2229397871621335040,168.46445,40.28445,0.07655634
2229398146499241984,168.35976,40.151623,0.07597607
2229398421377148928,168.54536,40.43801,0.07809837
2229399246010869760,168.44817,40.298187,0.073662676
2229400345522497536,168.37094,40.197926,0.07313503
2229400895278311424,168.38513,40.241463,0.07385903
2229402269667846144,168.46082,40.11816,0.07792097
2229420686487611392,168.61806,40.22549,0.0775591
1145184286681360384,179.92177,56.11446,0.06658738
1145184836437174272,179.86874,56.12057,0.06913631
1145186760582522880,179.97583,56.088062,0.0623039
1145194457163917312,180.10585,56.060646,0.06693498
1145194732041824256,179.97955,56.140285,0.066427454
1145195006919731200,180.3475,56.11039,0.07050312
1145196931065079808,180.09436,56.113144,0.063202426
1145207376425543680,180.35161,56.145542,0.060846157
1146254660680574976,179.8055,56.10298,0.06936931
1146259608482899968,179.85869,56.130512,0.06331866
1146265380918945792,180.34198,56.156,0.060559995
1146266205552666624,180.11797,56.117046,0.06772319
1146267854820108288,180.01616,56.11198,0.063758664
1146268954331736064,180.1609,56.075397,0.06438942
1478306899370731520,180.27603,56.22535,0.06639907
1478311572295149568,180.30714,56.385998,0.06594629
1478317894487009280,180.22807,56.20094,0.06661938
1478318444242823168,180.19638,56.17567,0.06351847
1478318993998637056,180.13443,56.30933,0.0649135
1478319268876544000,180.1647,56.28709,0.062885135
1478319543754450944,180.22874,56.169735,0.06309813
1478319818632357888,180.11372,56.26507,0.063222304
1478320643266078720,180.24709,56.244427,0.06419607
1478321193021892608,180.20567,56.216866,0.063596755
1478321742777706496,180.13339,56.177593,0.059304714
1478322017655613440,180.18205,56.314507,0.06643465
1478322292533520384,180.27197,56.380886,0.062610604
1478328889603287040,180.03044,56.193756,0.06630959
1478329164481193984,180.01263,56.233765,0.065104544
1478329439359100928,180.00397,56.25581,0.067330234
1478329714237007872,179.9442,56.199898,0.06433856
1478329989114914816,179.97537,56.24415,0.064926445
1478331088626542592,179.94576,56.24632,0.06198169
1478331363504449536,180.037,56.24176,0.063125364
1478332463016077312,180.0686,56.29109,0.06658056
1478332737893984256,180.06189,56.249294,0.06372514
1478333837405612032,179.97902,56.326393,0.065729305
1478340984231192576,179.90788,56.235474,0.069810845
1478341259109099520,179.8293,56.208668,0.0635895
1478341808864913408,179.73672,56.17545,0.06339717
1478342908376541184,179.86916,56.16409,0.066742234
1478343458132355072,179.81833,56.357536,0.061437607
1478344557643982848,179.90855,56.284008,0.07070767
1478344832521889792,179.85983,56.403683,0.062824845
1478346206911424512,179.96619,56.409122,0.06246294
1478347581300959232,180.22485,56.414135,0.06577615
1479511418721036288,180.26964,56.37022,0.06476748
1479511968476850176,180.37315,56.33477,0.06366065
1143955583326513152,177.83195,54.793488,0.06611913
1143956682838140928,177.69133,54.750477,0.06013222
1143959431617210368,177.35065,54.657074,0.060343064
1143960806006745088,177.59142,54.631924,0.06004293
1143961355762558976,177.38329,54.72323,0.061338484
1143961905518372864,177.36536,54.69305,0.058557443
1143962455274186752,177.61433,54.668503,0.059215333
1143962730152093696,177.61763,54.829544,0.060027108
1143963005030000640,177.439,54.72147,0.058971323
1143963279907907584,177.56102,54.65346,0.06435919
1143963829663721472,177.45409,54.5444,0.06672525
1143964654297442304,177.21104,54.703506,0.060707364
1143964929175349248,177.22182,54.674267,0.056327
1143966028686977024,177.2379,54.569542,0.057490405
1145100998675556352,177.67763,54.638092,0.05736296
1145102098187184128,177.34178,54.697617,0.06190097
1145102647942998016,177.6005,54.667606,0.059167635
1145102922820904960,177.38216,54.64852,0.066655986
1145103472576718848,177.5042,54.651634,0.05862178
1145104846966253568,177.72473,54.84364,0.059479035
1145105671599974400,177.22948,54.68553,0.06598082
1145105946477881344,177.449,54.67648,0.060333557
